district,democrat,republican,other,state,year,target
98,1.0,0.0,0.0,tennessee,2016,1
99,0.0,1.0,0.0,tennessee,2016,0
1,0.0,49840.0,0.0,texas,2016,0
10,0.0,51729.0,7773.0,texas,2016,0
100,33198.0,0.0,4965.0,texas,2016,1
101,30591.0,15530.0,0.0,texas,2016,1
102,26208.0,31595.0,0.0,texas,2016,0
103,3323.0,0.0,0.0,texas,2016,1
104,26751.0,0.0,0.0,texas,2016,1
105,23656.0,23720.0,0.0,texas,2016,0
106,0.0,55596.0,13209.0,texas,2016,0
107,27922.0,27086.0,0.0,texas,2016,1
108,0.0,47799.0,18131.0,texas,2016,0
109,53458.0,11155.0,0.0,texas,2016,1
11,14276.0,42481.0,0.0,texas,2016,0
110,31380.0,0.0,0.0,texas,2016,1
111,44918.0,12520.0,0.0,texas,2016,1
112,23351.0,31234.0,0.0,texas,2016,0
113,24795.0,30501.0,0.0,texas,2016,0
114,27367.0,37588.0,2502.0,texas,2016,0
115,28939.0,29987.0,0.0,texas,2016,0
116,36772.0,0.0,0.0,texas,2016,1
117,29319.0,27783.0,0.0,texas,2016,1
118,25632.0,20831.0,0.0,texas,2016,1
119,33384.0,0.0,0.0,texas,2016,1
12,0.0,38826.0,0.0,texas,2016,0
120,31510.0,0.0,9072.0,texas,2016,1
121,0.0,56970.0,0.0,texas,2016,0
122,0.0,73957.0,0.0,texas,2016,0
123,38649.0,0.0,0.0,texas,2016,1
124,38622.0,0.0,0.0,texas,2016,1
125,38774.0,0.0,0.0,texas,2016,1
126,23991.0,35528.0,1735.0,texas,2016,0
127,0.0,49712.0,7486.0,texas,2016,0
128,0.0,42287.0,6653.0,texas,2016,0
129,0.0,47339.0,0.0,texas,2016,0
13,14965.0,55073.0,0.0,texas,2016,0
130,0.0,62952.0,0.0,texas,2016,0
131,40583.0,0.0,0.0,texas,2016,1
132,0.0,40001.0,9854.0,texas,2016,0
133,0.0,54471.0,0.0,texas,2016,0
134,38958.0,48192.0,2831.0,texas,2016,0
135,26905.0,32682.0,0.0,texas,2016,0
136,34077.0,41643.0,0.0,texas,2016,0
137,18088.0,8178.0,735.0,texas,2016,1
138,0.0,31958.0,0.0,texas,2016,0
139,41913.0,0.0,0.0,texas,2016,1
14,0.0,37330.0,0.0,texas,2016,0
140,22349.0,0.0,0.0,texas,2016,1
141,33831.0,0.0,0.0,texas,2016,1
142,36280.0,0.0,0.0,texas,2016,1
143,26247.0,0.0,0.0,texas,2016,1
144,16287.0,10745.0,0.0,texas,2016,1
145,25838.0,0.0,0.0,texas,2016,1
146,39452.0,0.0,0.0,texas,2016,1
147,43900.0,11985.0,1676.0,texas,2016,1
148,33633.0,0.0,0.0,texas,2016,1
149,27613.0,15840.0,0.0,texas,2016,1
15,0.0,65439.0,0.0,texas,2016,0
150,27893.0,47892.0,0.0,texas,2016,0
16,0.0,55968.0,0.0,texas,2016,0
17,0.0,41694.0,0.0,texas,2016,0
18,0.0,40966.0,5581.0,texas,2016,0
19,0.0,58542.0,0.0,texas,2016,0
2,0.0,54605.0,0.0,texas,2016,0
20,0.0,61745.0,0.0,texas,2016,0
21,0.0,54753.0,0.0,texas,2016,0
22,38009.0,0.0,0.0,texas,2016,1
23,25501.0,36501.0,0.0,texas,2016,0
24,0.0,59789.0,0.0,texas,2016,0
25,0.0,44280.0,0.0,texas,2016,0
26,28910.0,39693.0,0.0,texas,2016,0
27,45718.0,21536.0,0.0,texas,2016,1
28,0.0,56822.0,0.0,texas,2016,0
29,28505.0,44713.0,0.0,texas,2016,0
3,0.0,56737.0,0.0,texas,2016,0
30,0.0,47975.0,0.0,texas,2016,0
31,30829.0,0.0,0.0,texas,2016,1
32,0.0,40435.0,0.0,texas,2016,0
33,24199.0,56802.0,2783.0,texas,2016,0
34,33221.0,0.0,0.0,texas,2016,1
35,25812.0,0.0,0.0,texas,2016,1
36,29633.0,0.0,0.0,texas,2016,1
37,26587.0,0.0,0.0,texas,2016,1
38,30850.0,0.0,0.0,texas,2016,1
39,29713.0,0.0,0.0,texas,2016,1
4,0.0,52089.0,0.0,texas,2016,0
40,23257.0,8266.0,0.0,texas,2016,1
41,24863.0,18924.0,0.0,texas,2016,1
42,35124.0,0.0,0.0,texas,2016,1
43,19735.0,31040.0,0.0,texas,2016,0
44,20411.0,53997.0,0.0,texas,2016,0
45,0.0,47937.0,0.0,texas,2016,0
46,37457.0,10209.0,3445.0,texas,2016,1
47,42635.0,54785.0,4838.0,texas,2016,0
48,60512.0,0.0,15702.0,texas,2016,1
49,68398.0,0.0,12631.0,texas,2016,1
5,0.0,51428.0,0.0,texas,2016,0
50,43637.0,24882.0,0.0,texas,2016,1
51,42082.0,0.0,6162.0,texas,2016,1
52,0.0,40329.0,13082.0,texas,2016,0
53,14256.0,54741.0,2170.0,texas,2016,0
54,23794.0,28894.0,0.0,texas,2016,0
55,0.0,35950.0,0.0,texas,2016,0
56,0.0,43979.0,6840.0,texas,2016,0
57,0.0,47916.0,0.0,texas,2016,0
58,0.0,54149.0,0.0,texas,2016,0
59,0.0,43217.0,0.0,texas,2016,0
6,0.0,46382.0,0.0,texas,2016,0
60,0.0,61668.0,0.0,texas,2016,0
61,0.0,70708.0,0.0,texas,2016,0
62,0.0,50076.0,0.0,texas,2016,0
63,0.0,64120.0,0.0,texas,2016,0
64,26288.0,42158.0,0.0,texas,2016,0
65,26759.0,34418.0,0.0,texas,2016,0
66,27240.0,40368.0,2726.0,texas,2016,0
67,29036.0,41440.0,2704.0,texas,2016,0
68,0.0,50625.0,0.0,texas,2016,0
69,0.0,41640.0,0.0,texas,2016,0
7,0.0,45026.0,0.0,texas,2016,0
70,24057.0,56684.0,3160.0,texas,2016,0
71,10647.0,44335.0,0.0,texas,2016,0
72,0.0,46571.0,0.0,texas,2016,0
73,0.0,77592.0,0.0,texas,2016,0
74,31724.0,0.0,0.0,texas,2016,1
75,32576.0,0.0,0.0,texas,2016,1
76,32956.0,0.0,0.0,texas,2016,1
77,28819.0,0.0,0.0,texas,2016,1
78,31185.0,18030.0,0.0,texas,2016,1
79,35427.0,0.0,0.0,texas,2016,1
8,0.0,43240.0,0.0,texas,2016,0
80,32548.0,0.0,0.0,texas,2016,1
81,0.0,37306.0,0.0,texas,2016,0
82,0.0,47432.0,0.0,texas,2016,0
83,0.0,53437.0,0.0,texas,2016,0
84,0.0,35627.0,0.0,texas,2016,0
85,23334.0,35594.0,0.0,texas,2016,0
86,0.0,58050.0,0.0,texas,2016,0
87,0.0,38067.0,0.0,texas,2016,0
88,0.0,41209.0,0.0,texas,2016,0
89,24861.0,48341.0,2890.0,texas,2016,0
9,0.0,53172.0,0.0,texas,2016,0
90,20925.0,0.0,0.0,texas,2016,1
91,0.0,43601.0,0.0,texas,2016,0
92,24806.0,35622.0,2428.0,texas,2016,0
93,23987.0,37002.0,0.0,texas,2016,0
94,0.0,39224.0,14037.0,texas,2016,0
95,35246.0,11376.0,0.0,texas,2016,1
96,29434.0,38991.0,0.0,texas,2016,0
97,27019.0,39537.0,2531.0,texas,2016,0
98,21547.0,65348.0,0.0,texas,2016,0
99,0.0,45201.0,9393.0,texas,2016,0
1,0.0,11268.0,2333.0,utah,2016,0
10,4252.0,6228.0,788.0,utah,2016,0
11,5161.0,9521.0,0.0,utah,2016,0
12,0.0,1.0,0.0,utah,2016,0
13,3706.0,9843.0,0.0,utah,2016,0
14,0.0,1.0,0.0,utah,2016,0
15,3361.0,13864.0,0.0,utah,2016,0
16,3383.0,9778.0,1214.0,utah,2016,0
17,4775.0,12716.0,0.0,utah,2016,0
18,0.0,1.0,0.0,utah,2016,0
19,5154.0,13239.0,0.0,utah,2016,0
2,0.0,1.0,0.0,utah,2016,0
20,4686.0,12223.0,0.0,utah,2016,0
21,4375.0,7912.0,0.0,utah,2016,0
22,5411.0,5002.0,0.0,utah,2016,1
23,5464.0,2458.0,0.0,utah,2016,1
24,1.0,0.0,0.0,utah,2016,1
25,1.0,0.0,0.0,utah,2016,1
26,1.0,0.0,0.0,utah,2016,1
27,0.0,1.0,0.0,utah,2016,0
28,1.0,0.0,0.0,utah,2016,1
29,2751.0,13315.0,0.0,utah,2016,0
3,0.0,1.0,0.0,utah,2016,0
30,4441.0,6306.0,0.0,utah,2016,0
31,4234.0,3994.0,0.0,utah,2016,1
32,8534.0,8537.0,0.0,utah,2016,0
33,4160.0,4279.0,0.0,utah,2016,0
34,6558.0,5485.0,0.0,utah,2016,1
35,6186.0,2841.0,941.0,utah,2016,1
36,1.0,0.0,0.0,utah,2016,1
37,10637.0,7186.0,0.0,utah,2016,1
38,4049.0,4971.0,0.0,utah,2016,0
39,5342.0,7081.0,0.0,utah,2016,0
4,0.0,1.0,0.0,utah,2016,0
40,10404.0,5058.0,0.0,utah,2016,1
41,3927.0,13291.0,0.0,utah,2016,0
42,0.0,1.0,0.0,utah,2016,0
43,4674.0,7511.0,0.0,utah,2016,0
44,7267.0,7544.0,0.0,utah,2016,0
45,6842.0,8390.0,0.0,utah,2016,0
46,12547.0,0.0,3932.0,utah,2016,1
47,5263.0,7345.0,0.0,utah,2016,0
48,0.0,1.0,0.0,utah,2016,0
49,8134.0,10901.0,0.0,utah,2016,0
5,3059.0,12522.0,0.0,utah,2016,0
50,5121.0,15538.0,0.0,utah,2016,0
51,5007.0,10146.0,0.0,utah,2016,0
52,4417.0,13020.0,0.0,utah,2016,0
53,5993.0,13111.0,0.0,utah,2016,0
54,9163.0,10042.0,0.0,utah,2016,0
55,1534.0,12666.0,0.0,utah,2016,0
56,0.0,1.0,0.0,utah,2016,0
57,0.0,1.0,0.0,utah,2016,0
58,0.0,1.0,0.0,utah,2016,0
59,2861.0,11065.0,0.0,utah,2016,0
6,2673.0,12776.0,888.0,utah,2016,0
60,2738.0,10283.0,541.0,utah,2016,0
61,0.0,1.0,0.0,utah,2016,0
62,0.0,1.0,0.0,utah,2016,0
63,1428.0,5437.0,0.0,utah,2016,0
64,0.0,1.0,0.0,utah,2016,0
65,0.0,1.0,0.0,utah,2016,0
66,0.0,1.0,0.0,utah,2016,0
67,0.0,1.0,0.0,utah,2016,0
68,2819.0,10714.0,1597.0,utah,2016,0
69,6610.0,6976.0,0.0,utah,2016,0
7,4363.0,10182.0,0.0,utah,2016,0
70,3237.0,11764.0,0.0,utah,2016,0
71,2892.0,12844.0,0.0,utah,2016,0
72,0.0,1.0,0.0,utah,2016,0
73,5043.0,10193.0,0.0,utah,2016,0
74,0.0,1.0,0.0,utah,2016,0
75,0.0,1.0,0.0,utah,2016,0
8,4563.0,8923.0,0.0,utah,2016,0
9,4426.0,5561.0,0.0,utah,2016,0
addison-2,2013.0,0.0,0.0,vermont,2016,1
addison-5,1062.0,1196.0,0.0,vermont,2016,0
addison-rutland,0.0,0.0,1722.0,vermont,2016,2
bennington-1,1503.0,0.0,276.0,vermont,2016,1
bennington-3,1517.0,0.0,0.0,vermont,2016,1
bennington-rutland,1205.0,965.0,0.0,vermont,2016,1
caledonia-1,0.0,1799.0,0.0,vermont,2016,0
caledonia-2,1065.0,907.0,0.0,vermont,2016,1
caledonia-washington,1551.0,1019.0,0.0,vermont,2016,1
chittenden-1,1324.0,0.0,470.0,vermont,2016,1
chittenden-4-1,2096.0,0.0,0.0,vermont,2016,1
chittenden-4-2,2085.0,0.0,0.0,vermont,2016,1
chittenden-5-1,2193.0,0.0,0.0,vermont,2016,1
chittenden-5-2,1417.0,0.0,835.0,vermont,2016,1
chittenden-6-2,1858.0,0.0,0.0,vermont,2016,1
chittenden-6-6,873.0,0.0,0.0,vermont,2016,1
chittenden-7-1,2126.0,0.0,0.0,vermont,2016,1
chittenden-7-2,1669.0,1197.0,0.0,vermont,2016,1
chittenden-7-3,2063.0,0.0,0.0,vermont,2016,1
chittenden-7-4,1933.0,0.0,0.0,vermont,2016,1
chittenden-8-3,1241.0,1301.0,0.0,vermont,2016,0
essex-caledonia,759.0,1020.0,0.0,vermont,2016,0
essex-caledonia-orleans,0.0,1590.0,0.0,vermont,2016,0
franklin-1,859.0,1518.0,0.0,vermont,2016,0
franklin-2,0.0,1136.0,1194.0,vermont,2016,2
franklin-3-2,772.0,1261.0,0.0,vermont,2016,0
franklin-6,1118.0,1081.0,0.0,vermont,2016,1
franklin-7,0.0,920.0,932.0,vermont,2016,2
lamoille-1,0.0,2346.0,0.0,vermont,2016,0
lamoille-3,0.0,2058.0,0.0,vermont,2016,0
orange-2,1676.0,0.0,0.0,vermont,2016,1
orange-caledonia,1134.0,960.0,0.0,vermont,2016,1
orleans-lamoille,915.0,1082.0,0.0,vermont,2016,0
rutland-1,0.0,1425.0,0.0,vermont,2016,0
rutland-4,0.0,1759.0,0.0,vermont,2016,0
rutland-5-1,0.0,1788.0,0.0,vermont,2016,0
rutland-5-2,0.0,1484.0,0.0,vermont,2016,0
rutland-5-3,747.0,534.0,0.0,vermont,2016,1
rutland-5-4,0.0,1268.0,0.0,vermont,2016,0
rutland-bennington,0.0,1153.0,1251.0,vermont,2016,2
rutland-windsor-1,0.0,1996.0,0.0,vermont,2016,0
rutland-windsor-2,1049.0,1411.0,0.0,vermont,2016,0
washington-5,1272.0,766.0,214.0,vermont,2016,1
washington-6,1408.0,0.0,999.0,vermont,2016,1
windham-1,0.0,1919.0,0.0,vermont,2016,0
windham-2-1,1761.0,0.0,0.0,vermont,2016,1
windham-2-2,0.0,0.0,1445.0,vermont,2016,2
windham-2-3,1611.0,0.0,0.0,vermont,2016,1
windham-5,1862.0,0.0,0.0,vermont,2016,1
windham-6,1638.0,0.0,0.0,vermont,2016,1
windham-bennington,897.0,0.0,1152.0,vermont,2016,2
windham-bennington-windsor,0.0,0.0,2244.0,vermont,2016,2
windsor-2,1135.0,1054.0,0.0,vermont,2016,1
windsor-3-1,1860.0,0.0,0.0,vermont,2016,1
windsor-4-1,1893.0,0.0,0.0,vermont,2016,1
windsor-5,1807.0,694.0,0.0,vermont,2016,1
windsor-orange-1,1003.0,1005.0,0.0,vermont,2016,0
windsor-rutland,0.0,0.0,1541.0,vermont,2016,2
11,1.0,567.0,0.0,west virginia,2016,0
12,1623.0,1.0,0.0,west virginia,2016,1
14,1.0,1.0,0.0,west virginia,2016,1
15,864.0,1.0,0.0,west virginia,2016,1
18,680.0,1.0,0.0,west virginia,2016,1
2,1.0,1.0,0.0,west virginia,2016,1
20,2676.0,1.0,0.0,west virginia,2016,1
21,1807.0,257.0,0.0,west virginia,2016,1
23,3071.0,1.0,0.0,west virginia,2016,1
25,1.0,657.0,0.0,west virginia,2016,0
26,411.0,359.0,0.0,west virginia,2016,1
29,1482.0,1267.0,0.0,west virginia,2016,1
30,1.0,1.0,0.0,west virginia,2016,1
31,1.0,1.0,0.0,west virginia,2016,1
33,1.0,1.0,0.0,west virginia,2016,1
34,1.0,1.0,0.0,west virginia,2016,1
37,674.0,1.0,0.0,west virginia,2016,1
38,1.0,637.0,0.0,west virginia,2016,0
39,930.0,1.0,1.0,west virginia,2016,1
40,1.0,180.0,1.0,west virginia,2016,0
41,686.0,1.0,0.0,west virginia,2016,1
44,1.0,1.0,1.0,west virginia,2016,1
45,0.0,1183.0,0.0,west virginia,2016,0
46,1.0,1952.0,0.0,west virginia,2016,0
47,1.0,1.0,0.0,west virginia,2016,1
49,1.0,1.0,0.0,west virginia,2016,1
5,1.0,1.0,0.0,west virginia,2016,1
52,1.0,1.0,0.0,west virginia,2016,1
53,1.0,1469.0,0.0,west virginia,2016,0
54,0.0,1.0,0.0,west virginia,2016,0
55,1.0,1.0,0.0,west virginia,2016,1
56,0.0,1.0,0.0,west virginia,2016,0
57,1.0,1.0,0.0,west virginia,2016,1
58,0.0,1.0,0.0,west virginia,2016,0
59,1.0,1.0,0.0,west virginia,2016,1
6,1.0,1.0,0.0,west virginia,2016,1
60,1.0,1160.0,0.0,west virginia,2016,0
61,1.0,660.0,0.0,west virginia,2016,0
62,1.0,1.0,0.0,west virginia,2016,1
63,636.0,1.0,0.0,west virginia,2016,1
64,1.0,1.0,0.0,west virginia,2016,1
65,1.0,1.0,0.0,west virginia,2016,1
66,1.0,1.0,0.0,west virginia,2016,1
67,1.0,330.0,0.0,west virginia,2016,0
7,0.0,1.0,0.0,west virginia,2016,0
8,0.0,981.0,0.0,west virginia,2016,0
9,1.0,1056.0,0.0,west virginia,2016,0
1,13289.0,20044.0,0.0,wisconsin,2016,0
10,21228.0,0.0,0.0,wisconsin,2016,1
11,18418.0,0.0,0.0,wisconsin,2016,1
12,18642.0,0.0,0.0,wisconsin,2016,1
13,0.0,23904.0,0.0,wisconsin,2016,0
14,14934.0,20001.0,0.0,wisconsin,2016,0
15,0.0,21525.0,0.0,wisconsin,2016,0
16,18019.0,0.0,0.0,wisconsin,2016,1
17,21715.0,0.0,0.0,wisconsin,2016,1
18,18006.0,0.0,0.0,wisconsin,2016,1
19,26732.0,0.0,0.0,wisconsin,2016,1
2,0.0,20039.0,8837.0,wisconsin,2016,0
20,21222.0,0.0,0.0,wisconsin,2016,1
21,11338.0,16589.0,0.0,wisconsin,2016,0
22,0.0,26131.0,0.0,wisconsin,2016,0
23,0.0,25670.0,0.0,wisconsin,2016,0
24,0.0,24047.0,0.0,wisconsin,2016,0
25,9305.0,17325.0,0.0,wisconsin,2016,0
26,11283.0,16583.0,0.0,wisconsin,2016,0
27,11501.0,18644.0,0.0,wisconsin,2016,0
28,9837.0,17612.0,1580.0,wisconsin,2016,0
29,10661.0,16774.0,0.0,wisconsin,2016,0
3,11969.0,18361.0,0.0,wisconsin,2016,0
30,12358.0,17790.0,1574.0,wisconsin,2016,0
31,10348.0,18465.0,0.0,wisconsin,2016,0
32,10090.0,16862.0,0.0,wisconsin,2016,0
33,11246.0,18851.0,0.0,wisconsin,2016,0
34,12715.0,21686.0,0.0,wisconsin,2016,0
35,9564.0,18622.0,0.0,wisconsin,2016,0
36,0.0,22899.0,0.0,wisconsin,2016,0
37,10990.0,17821.0,0.0,wisconsin,2016,0
38,12288.0,20708.0,0.0,wisconsin,2016,0
39,9192.0,19028.0,0.0,wisconsin,2016,0
4,12016.0,17817.0,0.0,wisconsin,2016,0
40,9801.0,17866.0,0.0,wisconsin,2016,0
41,0.0,17711.0,7382.0,wisconsin,2016,0
42,11867.0,16842.0,0.0,wisconsin,2016,0
43,16179.0,13427.0,0.0,wisconsin,2016,1
44,19948.0,0.0,0.0,wisconsin,2016,1
45,17867.0,0.0,0.0,wisconsin,2016,1
46,24678.0,0.0,0.0,wisconsin,2016,1
47,19154.0,0.0,8596.0,wisconsin,2016,1
48,26534.0,0.0,0.0,wisconsin,2016,1
49,11344.0,15056.0,0.0,wisconsin,2016,0
5,10933.0,19941.0,0.0,wisconsin,2016,0
50,10762.0,14774.0,0.0,wisconsin,2016,0
51,13189.0,13912.0,0.0,wisconsin,2016,0
52,9829.0,17293.0,0.0,wisconsin,2016,0
53,0.0,21641.0,0.0,wisconsin,2016,0
54,17923.0,0.0,7682.0,wisconsin,2016,1
55,11523.0,18393.0,0.0,wisconsin,2016,0
56,11551.0,21022.0,0.0,wisconsin,2016,0
57,19048.0,0.0,0.0,wisconsin,2016,1
58,0.0,25457.0,0.0,wisconsin,2016,0
59,0.0,25847.0,0.0,wisconsin,2016,0
6,7944.0,18690.0,0.0,wisconsin,2016,0
60,0.0,23806.0,7895.0,wisconsin,2016,0
61,9792.0,19622.0,0.0,wisconsin,2016,0
62,0.0,22523.0,0.0,wisconsin,2016,0
63,10487.0,18771.0,0.0,wisconsin,2016,0
64,18799.0,0.0,0.0,wisconsin,2016,1
65,16112.0,0.0,0.0,wisconsin,2016,1
66,13526.0,0.0,3107.0,wisconsin,2016,1
67,10308.0,18574.0,0.0,wisconsin,2016,0
68,11263.0,15628.0,0.0,wisconsin,2016,0
69,0.0,21443.0,0.0,wisconsin,2016,0
7,13514.0,9212.0,1303.0,wisconsin,2016,1
70,10266.0,16963.0,0.0,wisconsin,2016,0
71,21834.0,0.0,0.0,wisconsin,2016,1
72,12279.0,15972.0,0.0,wisconsin,2016,0
73,22107.0,0.0,0.0,wisconsin,2016,1
74,22624.0,0.0,0.0,wisconsin,2016,1
75,10894.0,17786.0,0.0,wisconsin,2016,0
76,33628.0,6877.0,0.0,wisconsin,2016,1
77,29069.0,0.0,0.0,wisconsin,2016,1
78,25362.0,0.0,6661.0,wisconsin,2016,1
79,23211.0,13105.0,0.0,wisconsin,2016,1
8,8528.0,0.0,0.0,wisconsin,2016,1
80,26250.0,0.0,0.0,wisconsin,2016,1
81,17270.0,11265.0,0.0,wisconsin,2016,1
82,0.0,21080.0,0.0,wisconsin,2016,0
83,0.0,26596.0,0.0,wisconsin,2016,0
84,0.0,21987.0,0.0,wisconsin,2016,0
85,12837.0,14722.0,0.0,wisconsin,2016,0
86,11142.0,18246.0,2047.0,wisconsin,2016,0
87,8554.0,18179.0,0.0,wisconsin,2016,0
88,11312.0,17742.0,0.0,wisconsin,2016,0
89,9055.0,19429.0,0.0,wisconsin,2016,0
9,12142.0,0.0,0.0,wisconsin,2016,1
90,14387.0,0.0,0.0,wisconsin,2016,1
91,17780.0,11341.0,0.0,wisconsin,2016,1
92,12540.0,13605.0,0.0,wisconsin,2016,0
93,0.0,24298.0,0.0,wisconsin,2016,0
94,16721.0,15049.0,0.0,wisconsin,2016,1
95,23020.0,0.0,0.0,wisconsin,2016,1
96,10186.0,16000.0,0.0,wisconsin,2016,0
97,0.0,21611.0,0.0,wisconsin,2016,0
98,0.0,25592.0,0.0,wisconsin,2016,0
99,0.0,28597.0,0.0,wisconsin,2016,0
1,510.0,4606.0,0.0,wyoming,2016,0
10,846.0,4187.0,0.0,wyoming,2016,0
11,1487.0,1549.0,0.0,wyoming,2016,0
12,1519.0,1756.0,0.0,wyoming,2016,0
13,2252.0,1564.0,0.0,wyoming,2016,1
14,1489.0,2216.0,0.0,wyoming,2016,0
15,1030.0,2086.0,0.0,wyoming,2016,0
16,1.0,0.0,0.0,wyoming,2016,1
17,1.0,0.0,0.0,wyoming,2016,1
18,880.0,3595.0,0.0,wyoming,2016,0
19,592.0,3286.0,0.0,wyoming,2016,0
2,624.0,3863.0,0.0,wyoming,2016,0
20,504.0,3268.0,0.0,wyoming,2016,0
21,344.0,3832.0,0.0,wyoming,2016,0
22,2157.0,2942.0,0.0,wyoming,2016,0
23,1.0,0.0,0.0,wyoming,2016,1
24,1196.0,2254.0,1421.0,wyoming,2016,0
25,837.0,3135.0,0.0,wyoming,2016,0
26,384.0,2665.0,1001.0,wyoming,2016,0
27,565.0,3304.0,0.0,wyoming,2016,0
28,980.0,3510.0,0.0,wyoming,2016,0
29,880.0,3073.0,0.0,wyoming,2016,0
3,0.0,1.0,0.0,wyoming,2016,0
30,1402.0,2953.0,0.0,wyoming,2016,0
31,431.0,3315.0,0.0,wyoming,2016,0
32,0.0,1.0,0.0,wyoming,2016,0
33,1467.0,1534.0,0.0,wyoming,2016,0
34,0.0,1.0,0.0,wyoming,2016,0
35,1286.0,3879.0,0.0,wyoming,2016,0
36,1910.0,1698.0,0.0,wyoming,2016,1
37,975.0,3885.0,0.0,wyoming,2016,0
38,0.0,1.0,0.0,wyoming,2016,0
39,1.0,0.0,0.0,wyoming,2016,1
4,0.0,3652.0,1185.0,wyoming,2016,0
40,834.0,3534.0,0.0,wyoming,2016,0
41,1913.0,1976.0,0.0,wyoming,2016,0
42,1290.0,2775.0,0.0,wyoming,2016,0
43,0.0,1.0,0.0,wyoming,2016,0
44,1412.0,1206.0,0.0,wyoming,2016,1
45,1894.0,1728.0,0.0,wyoming,2016,1
46,2086.0,2935.0,0.0,wyoming,2016,0
47,612.0,3309.0,0.0,wyoming,2016,0
48,1394.0,1957.0,0.0,wyoming,2016,0
49,829.0,2747.0,0.0,wyoming,2016,0
5,0.0,1.0,0.0,wyoming,2016,0
50,879.0,4077.0,0.0,wyoming,2016,0
51,1754.0,3931.0,0.0,wyoming,2016,0
52,633.0,2696.0,0.0,wyoming,2016,0
53,0.0,1.0,0.0,wyoming,2016,0
54,2120.0,2780.0,0.0,wyoming,2016,0
55,0.0,1.0,0.0,wyoming,2016,0
56,1512.0,2243.0,0.0,wyoming,2016,0
57,1252.0,2261.0,0.0,wyoming,2016,0
58,482.0,2407.0,250.0,wyoming,2016,0
59,1082.0,2462.0,0.0,wyoming,2016,0
6,565.0,3996.0,0.0,wyoming,2016,0
60,1.0,0.0,0.0,wyoming,2016,1
7,0.0,1.0,0.0,wyoming,2016,0
8,1941.0,2570.0,0.0,wyoming,2016,0
9,1639.0,2299.0,0.0,wyoming,2016,0
