district,percent uninsured,state
57,13.8,oklahoma
62,13.1,oklahoma
64,18.7,oklahoma
65,11.3,oklahoma
66,14.1,oklahoma
68,12.4,oklahoma
71,15.5,oklahoma
78,17.2,oklahoma
79,14.4,oklahoma
81,11.3,oklahoma
83,8.9,oklahoma
85,7.8,oklahoma
87,19.4,oklahoma
88,19.9,oklahoma
89,30.0,oklahoma
90,20.5,oklahoma
93,22.4,oklahoma
94,11.6,oklahoma
95,11.2,oklahoma
97,12.2,oklahoma
100,11.9,oklahoma
101,7.7,oklahoma
1,6.3,oregon
2,6.8,oregon
3,6.8,oregon
4,5.6,oregon
5,7.5,oregon
6,7.9,oregon
7,6.5,oregon
8,7.3,oregon
9,7.0,oregon
10,8.1,oregon
11,6.5,oregon
12,6.8,oregon
13,6.4,oregon
14,7.8,oregon
15,7.4,oregon
16,5.5,oregon
17,6.4,oregon
18,7.6,oregon
19,4.9,oregon
20,4.9,oregon
21,9.6,oregon
22,14.8,oregon
23,6.6,oregon
24,6.0,oregon
25,5.5,oregon
26,3.7,oregon
27,6.0,oregon
28,7.2,oregon
29,8.9,oregon
30,4.5,oregon
31,4.9,oregon
32,7.3,oregon
33,2.2,oregon
34,5.4,oregon
35,4.4,oregon
36,3.9,oregon
37,4.3,oregon
38,3.3,oregon
39,5.8,oregon
40,5.8,oregon
41,6.3,oregon
42,7.0,oregon
43,6.9,oregon
44,6.9,oregon
45,3.9,oregon
46,6.5,oregon
47,7.9,oregon
48,10.2,oregon
49,9.9,oregon
50,7.2,oregon
51,6.6,oregon
52,6.5,oregon
53,7.7,oregon
54,7.8,oregon
55,6.7,oregon
56,7.7,oregon
57,7.6,oregon
58,6.3,oregon
59,7.8,oregon
60,8.7,oregon
1,6.9,pennsylvania
2,5.5,pennsylvania
3,3.1,pennsylvania
4,3.3,pennsylvania
5,8.3,pennsylvania
6,4.9,pennsylvania
7,4.4,pennsylvania
8,4.9,pennsylvania
9,4.7,pennsylvania
10,4.7,pennsylvania
11,3.2,pennsylvania
12,2.4,pennsylvania
13,11.6,pennsylvania
14,3.7,pennsylvania
15,3.4,pennsylvania
16,4.3,pennsylvania
17,8.3,pennsylvania
18,6.7,pennsylvania
19,7.1,pennsylvania
20,5.5,pennsylvania
21,4.0,pennsylvania
22,12.6,pennsylvania
23,2.9,pennsylvania
24,5.3,pennsylvania
25,3.1,pennsylvania
26,7.6,pennsylvania
27,6.2,pennsylvania
28,2.6,pennsylvania
29,3.5,pennsylvania
30,1.7,pennsylvania
31,2.1,pennsylvania
32,3.3,pennsylvania
33,3.9,pennsylvania
34,5.0,pennsylvania
35,5.5,pennsylvania
36,5.7,pennsylvania
37,11.6,pennsylvania
38,4.2,pennsylvania
39,2.9,pennsylvania
40,1.6,pennsylvania
41,3.8,pennsylvania
42,2.6,pennsylvania
43,13.3,pennsylvania
44,2.0,pennsylvania
45,3.0,pennsylvania
46,3.3,pennsylvania
47,4.2,pennsylvania
48,3.6,pennsylvania
49,4.4,pennsylvania
50,3.7,pennsylvania
51,6.4,pennsylvania
52,4.5,pennsylvania
53,5.2,pennsylvania
54,3.0,pennsylvania
55,3.4,pennsylvania
56,2.3,pennsylvania
57,3.2,pennsylvania
58,3.1,pennsylvania
59,3.1,pennsylvania
60,3.5,pennsylvania
61,2.7,pennsylvania
62,4.5,pennsylvania
63,6.9,pennsylvania
64,5.5,pennsylvania
65,7.5,pennsylvania
66,10.2,pennsylvania
67,4.7,pennsylvania
68,7.2,pennsylvania
69,5.3,pennsylvania
70,7.9,pennsylvania
71,4.3,pennsylvania
72,3.2,pennsylvania
73,6.1,pennsylvania
74,5.1,pennsylvania
75,3.6,pennsylvania
76,10.2,pennsylvania
77,5.2,pennsylvania
78,6.8,pennsylvania
79,4.0,pennsylvania
80,6.2,pennsylvania
81,3.8,pennsylvania
82,9.8,pennsylvania
83,5.8,pennsylvania
84,6.1,pennsylvania
85,9.1,pennsylvania
86,10.1,pennsylvania
87,3.9,pennsylvania
88,4.3,pennsylvania
89,9.7,pennsylvania
90,9.1,pennsylvania
91,4.9,pennsylvania
92,4.1,pennsylvania
93,3.5,pennsylvania
94,6.1,pennsylvania
95,8.5,pennsylvania
96,6.9,pennsylvania
97,5.6,pennsylvania
98,4.6,pennsylvania
99,19.8,pennsylvania
100,24.5,pennsylvania
101,6.5,pennsylvania
102,10.4,pennsylvania
103,8.7,pennsylvania
104,5.6,pennsylvania
105,4.0,pennsylvania
106,3.2,pennsylvania
107,4.4,pennsylvania
108,6.6,pennsylvania
109,5.0,pennsylvania
110,6.3,pennsylvania
111,5.5,pennsylvania
112,5.2,pennsylvania
113,4.6,pennsylvania
114,3.8,pennsylvania
115,7.3,pennsylvania
116,7.3,pennsylvania
117,4.0,pennsylvania
118,3.4,pennsylvania
119,5.3,pennsylvania
120,4.3,pennsylvania
121,6.6,pennsylvania
122,4.5,pennsylvania
123,5.1,pennsylvania
124,4.7,pennsylvania
125,6.8,pennsylvania
126,6.2,pennsylvania
127,10.5,pennsylvania
128,5.9,pennsylvania
129,5.4,pennsylvania
130,3.5,pennsylvania
131,2.9,pennsylvania
132,7.9,pennsylvania
133,6.7,pennsylvania
134,4.5,pennsylvania
135,7.1,pennsylvania
136,5.5,pennsylvania
137,3.2,pennsylvania
138,2.7,pennsylvania
139,5.6,pennsylvania
140,5.5,pennsylvania
141,6.3,pennsylvania
142,3.6,pennsylvania
143,2.8,pennsylvania
144,3.3,pennsylvania
145,5.0,pennsylvania
146,2.8,pennsylvania
147,2.4,pennsylvania
148,2.5,pennsylvania
149,3.0,pennsylvania
150,2.5,pennsylvania
151,3.4,pennsylvania
152,3.4,pennsylvania
153,3.2,pennsylvania
154,3.1,pennsylvania
155,2.3,pennsylvania
156,3.6,pennsylvania
157,3.8,pennsylvania
158,4.9,pennsylvania
159,6.7,pennsylvania
160,3.9,pennsylvania
161,3.0,pennsylvania
162,6.0,pennsylvania
163,4.4,pennsylvania
164,11.3,pennsylvania
165,2.4,pennsylvania
166,2.1,pennsylvania
167,2.7,pennsylvania
168,2.5,pennsylvania
169,4.7,pennsylvania
170,6.6,pennsylvania
171,8.5,pennsylvania
172,6.6,pennsylvania
173,5.8,pennsylvania
174,8.2,pennsylvania
175,5.4,pennsylvania
176,6.7,pennsylvania
177,6.9,pennsylvania
178,1.9,pennsylvania
179,11.1,pennsylvania
180,10.4,pennsylvania
181,7.6,pennsylvania
182,3.8,pennsylvania
183,3.6,pennsylvania
184,12.1,pennsylvania
185,7.8,pennsylvania
186,6.6,pennsylvania
187,3.9,pennsylvania
188,6.5,pennsylvania
189,6.9,pennsylvania
190,6.0,pennsylvania
191,9.2,pennsylvania
192,6.7,pennsylvania
193,7.3,pennsylvania
194,4.0,pennsylvania
195,6.4,pennsylvania
196,4.0,pennsylvania
197,12.2,pennsylvania
198,5.3,pennsylvania
199,4.7,pennsylvania
200,6.0,pennsylvania
201,7.3,pennsylvania
202,13.5,pennsylvania
203,8.1,pennsylvania
1,2.6,rhode island
2,4.7,rhode island
3,7.8,rhode island
4,3.1,rhode island
5,7.8,rhode island
6,0.9,rhode island
7,6.1,rhode island
8,8.6,rhode island
9,6.6,rhode island
10,13.3,rhode island
11,8.2,rhode island
12,9.7,rhode island
13,11.4,rhode island
14,5.2,rhode island
15,3.2,rhode island
16,4.5,rhode island
17,4.3,rhode island
18,3.3,rhode island
19,3.8,rhode island
20,2.6,rhode island
21,3.5,rhode island
22,3.3,rhode island
23,4.0,rhode island
24,3.2,rhode island
25,2.1,rhode island
26,4.2,rhode island
27,3.3,rhode island
28,2.3,rhode island
29,2.1,rhode island
30,1.0,rhode island
31,2.4,rhode island
32,1.5,rhode island
33,2.0,rhode island
34,2.1,rhode island
35,3.2,rhode island
36,3.8,rhode island
37,2.3,rhode island
38,2.9,rhode island
39,1.3,rhode island
40,3.2,rhode island
41,1.8,rhode island
42,3.5,rhode island
43,3.5,rhode island
44,1.3,rhode island
45,4.1,rhode island
46,1.3,rhode island
47,3.7,rhode island
48,3.3,rhode island
49,4.9,rhode island
50,7.2,rhode island
51,4.9,rhode island
52,4.0,rhode island
53,3.2,rhode island
54,2.5,rhode island
55,3.8,rhode island
56,12.9,rhode island
57,8.8,rhode island
58,7.0,rhode island
59,4.1,rhode island
60,7.0,rhode island
61,4.2,rhode island
62,5.8,rhode island
63,5.6,rhode island
64,7.2,rhode island
65,1.5,rhode island
66,1.7,rhode island
67,2.3,rhode island
68,2.2,rhode island
69,2.5,rhode island
70,4.3,rhode island
71,1.8,rhode island
72,0.2,rhode island
73,5.1,rhode island
74,4.6,rhode island
75,5.1,rhode island
1,10.8,south carolina
2,11.1,south carolina
3,7.2,south carolina
4,8.4,south carolina
5,8.7,south carolina
6,11.3,south carolina
7,9.4,south carolina
8,8.5,south carolina
9,10.7,south carolina
10,10.8,south carolina
11,14.0,south carolina
12,11.8,south carolina
13,8.2,south carolina
14,10.5,south carolina
15,19.9,south carolina
16,11.3,south carolina
17,10.1,south carolina
18,10.3,south carolina
19,18.8,south carolina
20,10.2,south carolina
21,4.2,south carolina
22,10.3,south carolina
23,15.8,south carolina
24,8.3,south carolina
25,13.1,south carolina
26,6.4,south carolina
27,8.7,south carolina
28,8.9,south carolina
29,9.1,south carolina
30,13.3,south carolina
31,11.9,south carolina
32,10.1,south carolina
33,7.5,south carolina
34,11.2,south carolina
35,6.3,south carolina
36,13.8,south carolina
37,10.2,south carolina
38,10.5,south carolina
39,14.1,south carolina
40,9.3,south carolina
41,9.1,south carolina
42,10.4,south carolina
43,10.2,south carolina
44,9.6,south carolina
45,6.8,south carolina
46,9.2,south carolina
47,8.9,south carolina
48,6.7,south carolina
49,11.4,south carolina
50,11.3,south carolina
51,13.4,south carolina
52,9.4,south carolina
53,12.0,south carolina
54,14.4,south carolina
55,12.2,south carolina
56,10.8,south carolina
57,12.9,south carolina
58,15.2,south carolina
59,12.4,south carolina
60,10.2,south carolina
61,11.2,south carolina
62,10.9,south carolina
63,6.4,south carolina
64,11.7,south carolina
65,7.8,south carolina
66,11.5,south carolina
67,9.9,south carolina
68,19.3,south carolina
69,7.4,south carolina
70,9.4,south carolina
71,7.1,south carolina
72,8.9,south carolina
73,15.4,south carolina
74,11.3,south carolina
75,5.7,south carolina
76,12.4,south carolina
77,8.0,south carolina
78,7.9,south carolina
79,8.7,south carolina
80,9.9,south carolina
81,5.4,south carolina
82,13.2,south carolina
83,9.2,south carolina
84,10.7,south carolina
85,5.9,south carolina
86,10.6,south carolina
87,6.2,south carolina
88,10.6,south carolina
89,13.1,south carolina
90,14.3,south carolina
91,11.2,south carolina
92,9.4,south carolina
93,11.7,south carolina
94,9.8,south carolina
95,10.0,south carolina
96,12.3,south carolina
97,9.0,south carolina
98,10.4,south carolina
99,7.2,south carolina
100,7.2,south carolina
101,9.5,south carolina
102,11.1,south carolina
103,12.2,south carolina
104,9.3,south carolina
105,14.6,south carolina
106,10.6,south carolina
107,16.9,south carolina
108,8.1,south carolina
109,17.3,south carolina
110,5.2,south carolina
111,8.9,south carolina
112,4.8,south carolina
113,20.6,south carolina
114,7.8,south carolina
115,7.0,south carolina
116,11.7,south carolina
117,14.4,south carolina
118,10.6,south carolina
119,9.8,south carolina
120,10.1,south carolina
121,11.8,south carolina
122,11.8,south carolina
123,9.5,south carolina
124,7.3,south carolina
1,10.2,tennessee
2,7.1,tennessee
3,10.7,tennessee
4,11.2,tennessee
5,8.9,tennessee
6,8.3,tennessee
7,10.3,tennessee
8,10.3,tennessee
9,8.9,tennessee
10,11.8,tennessee
11,11.1,tennessee
12,14.4,tennessee
13,10.1,tennessee
14,4.3,tennessee
15,11.1,tennessee
16,7.0,tennessee
17,11.8,tennessee
18,7.6,tennessee
19,6.9,tennessee
20,8.1,tennessee
21,9.5,tennessee
22,11.3,tennessee
23,10.6,tennessee
24,11.4,tennessee
25,9.8,tennessee
26,5.0,tennessee
27,8.0,tennessee
28,12.6,tennessee
29,8.5,tennessee
30,11.8,tennessee
31,11.9,tennessee
32,7.6,tennessee
33,8.9,tennessee
34,7.7,tennessee
35,8.7,tennessee
36,10.1,tennessee
37,9.5,tennessee
38,9.9,tennessee
39,8.3,tennessee
40,8.7,tennessee
41,10.2,tennessee
42,7.7,tennessee
43,12.8,tennessee
44,8.6,tennessee
45,7.5,tennessee
46,9.6,tennessee
47,9.8,tennessee
48,8.8,tennessee
49,10.1,tennessee
50,7.2,tennessee
51,12.3,tennessee
52,18.1,tennessee
53,15.2,tennessee
54,11.0,tennessee
55,6.0,tennessee
56,3.0,tennessee
57,4.6,tennessee
58,12.5,tennessee
59,19.7,tennessee
60,9.9,tennessee
61,4.1,tennessee
62,10.6,tennessee
63,3.9,tennessee
64,9.4,tennessee
65,7.8,tennessee
66,8.5,tennessee
67,8.4,tennessee
68,6.8,tennessee
69,10.0,tennessee
70,11.8,tennessee
71,12.1,tennessee
72,10.7,tennessee
73,7.9,tennessee
74,8.9,tennessee
75,8.7,tennessee
76,10.6,tennessee
77,9.0,tennessee
78,9.3,tennessee
79,9.3,tennessee
80,13.4,tennessee
81,8.8,tennessee
82,11.2,tennessee
83,6.5,tennessee
84,14.4,tennessee
85,12.9,tennessee
86,12.9,tennessee
87,14.7,tennessee
88,12.1,tennessee
89,6.9,tennessee
90,13.8,tennessee
91,15.2,tennessee
92,8.2,tennessee
93,17.7,tennessee
94,8.8,tennessee
95,3.7,tennessee
96,7.0,tennessee
97,11.3,tennessee
98,15.1,tennessee
99,5.1,tennessee
1,14.8,texas
2,16.9,texas
3,16.9,texas
4,15.1,texas
5,17.0,texas
6,16.0,texas
7,17.1,texas
8,15.9,texas
9,15.7,texas
10,16.0,texas
11,18.4,texas
12,15.9,texas
13,13.0,texas
14,12.5,texas
15,9.0,texas
16,19.5,texas
17,18.1,texas
18,18.7,texas
19,17.6,texas
20,12.1,texas
21,16.8,texas
22,21.4,texas
23,15.7,texas
24,10.0,texas
25,18.1,texas
26,11.3,texas
27,13.6,texas
28,9.9,texas
29,10.3,texas
30,16.3,texas
31,25.5,texas
32,16.3,texas
33,8.9,texas
34,19.3,texas
35,29.5,texas
36,32.3,texas
37,33.2,texas
38,27.0,texas
39,30.7,texas
40,29.3,texas
41,28.0,texas
42,29.5,texas
43,16.6,texas
44,12.2,texas
45,13.9,texas
46,18.2,texas
47,6.0,texas
48,9.1,texas
49,12.0,texas
50,10.3,texas
51,19.0,texas
52,9.7,texas
53,16.6,texas
54,11.5,texas
55,15.7,texas
56,12.5,texas
57,17.8,texas
58,16.8,texas
59,14.0,texas
60,15.9,texas
61,15.1,texas
62,16.0,texas
63,7.7,texas
64,14.3,texas
65,13.9,texas
66,9.1,texas
67,11.6,texas
68,16.3,texas
69,14.7,texas
70,10.5,texas
71,14.7,texas
72,14.3,texas
73,11.8,texas
74,24.3,texas
75,22.2,texas
76,23.0,texas
77,22.7,texas
78,17.0,texas
79,17.9,texas
80,24.5,texas
81,20.1,texas
82,16.3,texas
83,16.1,texas
84,13.8,texas
85,17.1,texas
86,12.2,texas
87,20.6,texas
88,21.9,texas
89,12.2,texas
90,30.9,texas
91,15.5,texas
92,13.2,texas
93,15.6,texas
94,14.9,texas
95,23.3,texas
96,12.8,texas
97,16.3,texas
98,6.8,texas
99,13.5,texas
100,25.5,texas
101,20.2,texas
102,20.9,texas
103,30.0,texas
104,27.0,texas
105,23.0,texas
106,8.3,texas
107,20.9,texas
108,10.5,texas
109,15.9,texas
110,31.3,texas
111,17.5,texas
112,19.2,texas
113,19.7,texas
114,18.2,texas
115,13.1,texas
116,18.7,texas
117,14.4,texas
118,19.4,texas
119,17.9,texas
120,17.3,texas
121,11.2,texas
122,7.5,texas
123,20.9,texas
124,15.4,texas
125,17.5,texas
126,17.6,texas
127,10.1,texas
128,17.0,texas
129,13.1,texas
130,8.7,texas
131,26.9,texas
132,15.8,texas
133,10.9,texas
134,5.3,texas
135,14.9,texas
136,9.6,texas
137,36.3,texas
138,20.2,texas
139,23.6,texas
140,35.0,texas
141,27.8,texas
142,22.5,texas
143,29.1,texas
144,31.4,texas
145,30.0,texas
146,24.8,texas
147,19.6,texas
148,25.1,texas
149,23.1,texas
150,12.2,texas
1,7.9,utah
2,5.5,utah
3,5.7,utah
4,9.4,utah
5,6.1,utah
6,5.4,utah
7,9.0,utah
8,7.7,utah
9,11.2,utah
10,13.3,utah
11,6.1,utah
12,4.5,utah
13,8.0,utah
14,7.9,utah
15,3.6,utah
16,9.0,utah
17,4.3,utah
18,3.5,utah
19,5.4,utah
20,6.8,utah
21,9.0,utah
22,13.0,utah
23,24.9,utah
24,6.9,utah
25,8.8,utah
26,20.8,utah
27,4.3,utah
28,3.1,utah
29,7.1,utah
30,14.4,utah
31,18.7,utah
32,5.0,utah
33,22.7,utah
34,14.1,utah
35,15.8,utah
36,3.8,utah
37,7.7,utah
38,12.4,utah
39,11.9,utah
40,9.6,utah
41,4.3,utah
42,4.7,utah
43,9.9,utah
44,12.8,utah
45,10.7,utah
46,4.4,utah
47,11.6,utah
48,7.7,utah
49,3.3,utah
50,4.5,utah
51,5.2,utah
52,3.6,utah
53,6.4,utah
54,6.8,utah
55,15.3,utah
56,6.1,utah
57,7.4,utah
58,11.1,utah
59,9.3,utah
60,12.5,utah
61,10.6,utah
62,12.7,utah
63,7.0,utah
64,14.0,utah
65,5.7,utah
66,4.9,utah
67,8.5,utah
68,7.6,utah
69,10.7,utah
70,10.9,utah
71,14.1,utah
72,11.2,utah
73,16.2,utah
74,7.5,utah
75,13.4,utah
addison-2,4.8,vermont
addison-5,5.4,vermont
addison-rutland,11.4,vermont
bennington-1,2.1,vermont
bennington-3,1.9,vermont
bennington-rutland,4.2,vermont
chittenden-1,1.6,vermont
chittenden-4-1,3.9,vermont
chittenden-4-2,3.0,vermont
chittenden-5-1,2.8,vermont
chittenden-5-2,2.5,vermont
chittenden-6-2,5.6,vermont
chittenden-6-6,0.9,vermont
chittenden-7-1,0.2,vermont
chittenden-7-2,2.2,vermont
chittenden-7-3,1.8,vermont
chittenden-7-4,2.8,vermont
chittenden-8-3,3.1,vermont
caledonia-1,3.0,vermont
caledonia-2,7.3,vermont
caledonia-washington,2.6,vermont
essex-caledonia,6.3,vermont
essex-caledonia-orleans,4.5,vermont
franklin-1,2.1,vermont
franklin-2,0.9,vermont
franklin-6,4.6,vermont
franklin-7,3.1,vermont
franklin-3-2,2.9,vermont
lamoille-1,5.6,vermont
lamoille-3,3.9,vermont
orange-caledonia,4.7,vermont
orleans-lamoille,4.2,vermont
orange-2,3.6,vermont
rutland-1,8.2,vermont
rutland-4,0.3,vermont
rutland-bennington,3.4,vermont
rutland-windsor-1,5.8,vermont
rutland-5-1,3.9,vermont
rutland-5-2,4.1,vermont
rutland-5-3,3.7,vermont
rutland-5-4,10.2,vermont
rutland-windsor-2,5.1,vermont
windham-1,5.5,vermont
windham-5,5.3,vermont
windham-6,4.0,vermont
windham-2-1,8.1,vermont
windham-2-2,8.8,vermont
windham-2-3,6.8,vermont
washington-5,4.2,vermont
washington-6,3.0,vermont
windham-bennington-windsor,5.1,vermont
windham-bennington,3.0,vermont
windsor-2,6.8,vermont
windsor-5,3.8,vermont
windsor-rutland,3.9,vermont
windsor-3-1,2.6,vermont
windsor-4-1,5.7,vermont
windsor-orange-1,4.9,vermont
1,7.5,west virginia
2,4.4,west virginia
3,4.6,west virginia
4,6.9,west virginia
5,5.4,west virginia
6,6.9,west virginia
7,7.9,west virginia
8,5.6,west virginia
9,4.3,west virginia
10,6.9,west virginia
11,5.7,west virginia
12,6.0,west virginia
13,8.0,west virginia
14,7.1,west virginia
15,2.4,west virginia
16,7.1,west virginia
17,8.7,west virginia
18,6.2,west virginia
19,5.9,west virginia
20,6.1,west virginia
21,7.7,west virginia
22,6.0,west virginia
23,4.8,west virginia
24,6.9,west virginia
25,3.9,west virginia
26,5.2,west virginia
27,6.0,west virginia
28,6.1,west virginia
29,5.1,west virginia
30,5.1,west virginia
31,8.0,west virginia
32,6.6,west virginia
33,5.9,west virginia
34,5.5,west virginia
35,5.0,west virginia
36,5.8,west virginia
37,7.5,west virginia
38,4.7,west virginia
39,4.5,west virginia
40,7.6,west virginia
41,6.0,west virginia
42,7.3,west virginia
43,6.8,west virginia
44,6.2,west virginia
45,7.7,west virginia
46,6.7,west virginia
47,4.8,west virginia
48,6.3,west virginia
49,5.5,west virginia
50,6.0,west virginia
51,5.9,west virginia
52,6.6,west virginia
53,5.9,west virginia
54,6.5,west virginia
55,4.9,west virginia
56,6.0,west virginia
57,9.1,west virginia
58,8.3,west virginia
59,3.7,west virginia
60,7.0,west virginia
61,8.5,west virginia
62,4.9,west virginia
63,4.7,west virginia
64,6.9,west virginia
65,5.4,west virginia
66,4.9,west virginia
67,5.0,west virginia
1,3.8,wisconsin
2,4.1,wisconsin
3,3.8,wisconsin
4,3.1,wisconsin
5,3.9,wisconsin
6,5.4,wisconsin
7,8.2,wisconsin
8,21.1,wisconsin
9,16.8,wisconsin
10,6.2,wisconsin
11,7.7,wisconsin
12,6.6,wisconsin
13,3.1,wisconsin
14,1.8,wisconsin
15,4.3,wisconsin
16,7.3,wisconsin
17,6.3,wisconsin
18,7.4,wisconsin
19,5.7,wisconsin
20,5.9,wisconsin
21,4.9,wisconsin
22,2.9,wisconsin
23,1.9,wisconsin
24,3.1,wisconsin
25,3.7,wisconsin
26,4.5,wisconsin
27,3.4,wisconsin
28,6.0,wisconsin
29,5.5,wisconsin
30,3.2,wisconsin
31,6.4,wisconsin
32,6.3,wisconsin
33,4.2,wisconsin
34,5.3,wisconsin
35,4.9,wisconsin
36,7.2,wisconsin
37,4.0,wisconsin
38,3.9,wisconsin
39,4.1,wisconsin
40,6.2,wisconsin
41,5.4,wisconsin
42,5.9,wisconsin
43,5.1,wisconsin
44,5.3,wisconsin
45,6.5,wisconsin
46,2.3,wisconsin
47,6.9,wisconsin
48,3.9,wisconsin
49,7.1,wisconsin
50,8.4,wisconsin
51,6.3,wisconsin
52,4.0,wisconsin
53,4.1,wisconsin
54,5.1,wisconsin
55,5.2,wisconsin
56,4.2,wisconsin
57,5.6,wisconsin
58,4.5,wisconsin
59,3.6,wisconsin
60,3.0,wisconsin
61,4.2,wisconsin
62,3.1,wisconsin
63,4.2,wisconsin
64,6.9,wisconsin
65,8.7,wisconsin
66,8.2,wisconsin
67,5.6,wisconsin
68,10.2,wisconsin
69,10.8,wisconsin
70,5.3,wisconsin
71,5.2,wisconsin
72,5.6,wisconsin
73,6.0,wisconsin
74,5.9,wisconsin
75,7.5,wisconsin
76,3.8,wisconsin
77,4.3,wisconsin
78,3.2,wisconsin
79,2.3,wisconsin
80,2.5,wisconsin
81,4.0,wisconsin
82,2.5,wisconsin
83,2.0,wisconsin
84,3.8,wisconsin
85,6.0,wisconsin
86,3.6,wisconsin
87,9.1,wisconsin
88,5.7,wisconsin
89,4.3,wisconsin
90,9.5,wisconsin
91,7.5,wisconsin
92,7.9,wisconsin
93,5.1,wisconsin
94,2.8,wisconsin
95,6.0,wisconsin
96,12.2,wisconsin
97,5.1,wisconsin
98,3.8,wisconsin
99,3.8,wisconsin
1,8.0,wyoming
2,13.2,wyoming
3,12.2,wyoming
4,8.6,wyoming
5,10.0,wyoming
6,10.3,wyoming
7,6.3,wyoming
8,6.6,wyoming
9,6.3,wyoming
10,8.4,wyoming
11,15.9,wyoming
12,7.4,wyoming
13,9.3,wyoming
14,5.8,wyoming
15,10.7,wyoming
16,19.0,wyoming
17,18.2,wyoming
18,9.9,wyoming
19,10.9,wyoming
20,14.9,wyoming
21,13.4,wyoming
22,11.6,wyoming
23,5.4,wyoming
24,8.7,wyoming
25,17.3,wyoming
26,11.6,wyoming
27,12.6,wyoming
28,15.1,wyoming
29,12.8,wyoming
30,10.9,wyoming
31,8.7,wyoming
32,6.0,wyoming
33,30.0,wyoming
34,17.3,wyoming
35,11.3,wyoming
36,11.7,wyoming
37,10.6,wyoming
38,9.2,wyoming
39,13.0,wyoming
40,12.7,wyoming
41,5.5,wyoming
42,2.0,wyoming
43,8.3,wyoming
44,12.0,wyoming
45,13.1,wyoming
46,7.1,wyoming
47,12.1,wyoming
48,9.8,wyoming
49,12.4,wyoming
50,11.4,wyoming
51,10.5,wyoming
52,9.6,wyoming
53,20.9,wyoming
54,15.9,wyoming
55,12.4,wyoming
56,13.9,wyoming
57,11.3,wyoming
58,15.4,wyoming
59,15.0,wyoming
60,8.2,wyoming
