district,percent uninsured,state
17,8.4,maine
18,8.9,maine
19,9.8,maine
20,9.9,maine
21,11.7,maine
22,10.0,maine
23,4.2,maine
24,6.5,maine
25,6.2,maine
26,8.4,maine
27,4.7,maine
28,6.0,maine
29,3.7,maine
30,3.9,maine
31,5.3,maine
32,5.6,maine
33,11.7,maine
34,8.9,maine
35,7.3,maine
36,4.5,maine
37,7.0,maine
38,16.2,maine
39,13.7,maine
40,17.2,maine
41,8.4,maine
42,7.2,maine
43,5.4,maine
44,3.7,maine
45,3.3,maine
46,5.7,maine
47,4.1,maine
48,7.3,maine
49,7.5,maine
50,7.1,maine
51,7.5,maine
52,8.9,maine
53,10.4,maine
54,5.3,maine
55,7.3,maine
56,9.4,maine
57,5.1,maine
58,8.9,maine
59,9.9,maine
60,13.4,maine
61,12.4,maine
62,14.6,maine
63,6.8,maine
64,5.0,maine
65,4.7,maine
66,9.1,maine
67,11.1,maine
68,7.6,maine
69,13.2,maine
70,12.6,maine
71,14.8,maine
72,6.5,maine
73,8.7,maine
74,9.8,maine
75,7.2,maine
76,8.6,maine
77,4.9,maine
78,9.0,maine
79,9.4,maine
80,11.7,maine
81,7.1,maine
82,6.2,maine
83,9.5,maine
84,7.3,maine
85,9.7,maine
86,10.5,maine
87,12.8,maine
88,11.8,maine
89,9.5,maine
90,8.9,maine
91,11.7,maine
92,14.9,maine
93,12.5,maine
94,8.9,maine
95,14.6,maine
96,11.1,maine
97,11.0,maine
98,12.7,maine
99,13.0,maine
100,13.5,maine
101,5.0,maine
102,13.0,maine
103,7.5,maine
104,12.8,maine
105,11.9,maine
106,8.9,maine
107,8.2,maine
108,11.4,maine
109,8.8,maine
110,7.9,maine
111,10.6,maine
112,12.7,maine
113,8.7,maine
114,11.8,maine
115,13.7,maine
116,9.9,maine
117,11.2,maine
118,14.5,maine
119,13.7,maine
120,11.7,maine
121,7.5,maine
122,7.1,maine
123,4.8,maine
124,13.7,maine
125,9.4,maine
126,11.1,maine
127,16.3,maine
128,9.8,maine
129,10.5,maine
130,10.7,maine
131,11.3,maine
132,10.9,maine
133,10.6,maine
134,16.9,maine
135,9.9,maine
136,16.2,maine
137,13.0,maine
138,16.4,maine
139,10.7,maine
140,10.3,maine
141,13.5,maine
142,10.7,maine
143,15.8,maine
144,10.6,maine
145,13.9,maine
146,9.4,maine
147,7.6,maine
148,9.7,maine
149,7.5,maine
150,7.1,maine
151,10.3,maine
1st barnstable,3.9,massachusetts
2nd barnstable,5.7,massachusetts
3rd barnstable,2.5,massachusetts
4th barnstable,3.5,massachusetts
"barnstable, dukes & nantucket",5.0,massachusetts
1st berkshire,2.5,massachusetts
2nd berkshire,3.1,massachusetts
3rd berkshire,2.9,massachusetts
4th berkshire,3.6,massachusetts
1st bristol,2.2,massachusetts
2nd bristol,2.9,massachusetts
3rd bristol,3.5,massachusetts
4th bristol,2.3,massachusetts
5th bristol,3.0,massachusetts
6th bristol,4.9,massachusetts
7th bristol,5.6,massachusetts
8th bristol,2.4,massachusetts
9th bristol,2.4,massachusetts
10th bristol,3.5,massachusetts
11th bristol,5.9,massachusetts
12th bristol,2.2,massachusetts
13th bristol,5.0,massachusetts
14th bristol,2.3,massachusetts
1st essex,3.2,massachusetts
2nd essex,1.3,massachusetts
3rd essex,3.9,massachusetts
4th essex,2.2,massachusetts
5th essex,2.6,massachusetts
6th essex,2.6,massachusetts
7th essex,3.3,massachusetts
8th essex,2.1,massachusetts
9th essex,2.8,massachusetts
10th essex,6.6,massachusetts
11th essex,5.4,massachusetts
12th essex,2.7,massachusetts
13th essex,2.6,massachusetts
14th essex,3.1,massachusetts
15th essex,2.7,massachusetts
16th essex,8.5,massachusetts
17th essex,6.1,massachusetts
1st franklin,3.0,massachusetts
2nd franklin,2.7,massachusetts
1st hampden,3.0,massachusetts
2nd hampden,1.3,massachusetts
3rd hampden,2.9,massachusetts
4th hampden,3.1,massachusetts
5th hampden,3.5,massachusetts
6th hampden,2.8,massachusetts
7th hampden,2.0,massachusetts
8th hampden,3.3,massachusetts
9th hampden,4.1,massachusetts
10th hampden,6.8,massachusetts
11th hampden,5.6,massachusetts
12th hampden,2.3,massachusetts
18th essex,0.9,massachusetts
1st hampshire,2.3,massachusetts
2nd hampshire,3.1,massachusetts
3rd hampshire,3.6,massachusetts
1st middlesex,2.5,massachusetts
2nd middlesex,1.3,massachusetts
3rd middlesex,2.7,massachusetts
4th middlesex,4.1,massachusetts
5th middlesex,1.3,massachusetts
6th middlesex,5.2,massachusetts
7th middlesex,6.4,massachusetts
8th middlesex,1.4,massachusetts
9th middlesex,2.7,massachusetts
10th middlesex,3.9,massachusetts
11th middlesex,1.7,massachusetts
12th middlesex,1.4,massachusetts
13th middlesex,1.8,massachusetts
14th middlesex,1.7,massachusetts
15th middlesex,1.6,massachusetts
16th middlesex,4.4,massachusetts
17th middlesex,5.3,massachusetts
18th middlesex,5.8,massachusetts
19th middlesex,1.6,massachusetts
20th middlesex,1.4,massachusetts
21st middlesex,2.3,massachusetts
22nd middlesex,2.1,massachusetts
23rd middlesex,1.1,massachusetts
24th middlesex,1.8,massachusetts
25th middlesex,2.6,massachusetts
26th middlesex,3.4,massachusetts
27th middlesex,3.4,massachusetts
28th middlesex,8.3,massachusetts
29th middlesex,3.0,massachusetts
30th middlesex,2.0,massachusetts
31st middlesex,1.5,massachusetts
32nd middlesex,1.5,massachusetts
33rd middlesex,5.4,massachusetts
34th middlesex,3.9,massachusetts
35th middlesex,4.9,massachusetts
36th middlesex,1.7,massachusetts
37th middlesex,1.8,massachusetts
18th worcester,2.3,massachusetts
5th barnstable,2.6,massachusetts
1st norfolk,2.3,massachusetts
2nd norfolk,3.2,massachusetts
3rd norfolk,3.2,massachusetts
4th norfolk,2.3,massachusetts
5th norfolk,1.5,massachusetts
6th norfolk,1.9,massachusetts
7th norfolk,2.2,massachusetts
8th norfolk,1.5,massachusetts
9th norfolk,1.9,massachusetts
10th norfolk,1.9,massachusetts
11th norfolk,1.7,massachusetts
12th norfolk,2.9,massachusetts
13th norfolk,1.2,massachusetts
14th norfolk,1.0,massachusetts
15th norfolk,2.1,massachusetts
1st plymouth,2.7,massachusetts
2nd plymouth,3.3,massachusetts
3rd plymouth,2.0,massachusetts
4th plymouth,1.3,massachusetts
5th plymouth,1.6,massachusetts
6th plymouth,1.9,massachusetts
7th plymouth,2.7,massachusetts
8th plymouth,2.9,massachusetts
9th plymouth,5.1,massachusetts
10th plymouth,3.2,massachusetts
11th plymouth,3.4,massachusetts
12th plymouth,4.0,massachusetts
1st suffolk,8.3,massachusetts
2nd suffolk,6.0,massachusetts
3rd suffolk,2.4,massachusetts
4th suffolk,3.3,massachusetts
5th suffolk,5.2,massachusetts
6th suffolk,5.0,massachusetts
7th suffolk,4.9,massachusetts
8th suffolk,2.4,massachusetts
9th suffolk,3.2,massachusetts
10th suffolk,2.3,massachusetts
11th suffolk,4.5,massachusetts
12th suffolk,5.0,massachusetts
13th suffolk,5.4,massachusetts
14th suffolk,3.1,massachusetts
15th suffolk,3.4,massachusetts
16th suffolk,4.8,massachusetts
17th suffolk,4.6,massachusetts
18th suffolk,2.7,massachusetts
19th suffolk,5.5,massachusetts
1st worcester,1.0,massachusetts
2nd worcester,1.9,massachusetts
3rd worcester,4.3,massachusetts
4th worcester,3.9,massachusetts
5th worcester,3.2,massachusetts
6th worcester,3.6,massachusetts
7th worcester,2.7,massachusetts
8th worcester,2.6,massachusetts
9th worcester,3.4,massachusetts
10th worcester,2.8,massachusetts
11th worcester,2.6,massachusetts
12th worcester,2.4,massachusetts
13th worcester,2.7,massachusetts
14th worcester,4.0,massachusetts
15th worcester,4.7,massachusetts
16th worcester,4.2,massachusetts
17th worcester,3.9,massachusetts
1,11.8,michigan
2,9.7,michigan
3,15.3,michigan
4,15.3,michigan
5,19.7,michigan
6,14.6,michigan
7,11.9,michigan
8,13.1,michigan
9,13.9,michigan
10,11.7,michigan
11,10.4,michigan
12,9.5,michigan
13,7.7,michigan
14,9.4,michigan
15,9.7,michigan
16,9.7,michigan
17,7.2,michigan
18,7.5,michigan
19,4.4,michigan
20,5.3,michigan
21,4.7,michigan
22,10.8,michigan
23,4.8,michigan
24,6.7,michigan
25,7.7,michigan
26,7.8,michigan
27,10.3,michigan
28,10.7,michigan
29,13.6,michigan
30,10.1,michigan
31,8.4,michigan
32,6.7,michigan
33,4.5,michigan
34,11.1,michigan
35,7.2,michigan
36,6.8,michigan
37,5.1,michigan
38,5.9,michigan
39,6.0,michigan
40,3.2,michigan
41,6.7,michigan
42,5.1,michigan
43,8.2,michigan
44,6.7,michigan
45,4.8,michigan
46,5.8,michigan
47,5.8,michigan
48,8.0,michigan
49,7.6,michigan
50,5.5,michigan
51,5.5,michigan
52,4.4,michigan
53,4.2,michigan
54,9.1,michigan
55,5.3,michigan
56,6.5,michigan
57,8.6,michigan
58,11.3,michigan
59,10.4,michigan
60,10.1,michigan
61,5.9,michigan
62,8.7,michigan
63,7.1,michigan
64,9.5,michigan
65,7.0,michigan
66,10.3,michigan
67,6.9,michigan
68,10.1,michigan
69,6.3,michigan
70,9.7,michigan
71,6.9,michigan
72,8.0,michigan
73,4.8,michigan
74,8.3,michigan
75,14.4,michigan
76,7.6,michigan
77,10.3,michigan
78,11.1,michigan
79,8.8,michigan
80,8.0,michigan
81,7.6,michigan
82,8.3,michigan
83,10.6,michigan
84,8.6,michigan
85,8.2,michigan
86,5.4,michigan
87,6.9,michigan
88,4.3,michigan
89,5.6,michigan
90,6.4,michigan
91,7.0,michigan
92,8.7,michigan
93,6.0,michigan
94,6.2,michigan
95,9.7,michigan
96,7.5,michigan
97,12.1,michigan
98,6.9,michigan
99,10.3,michigan
100,10.2,michigan
101,9.5,michigan
102,10.2,michigan
103,10.3,michigan
104,8.5,michigan
105,9.7,michigan
106,10.3,michigan
107,10.6,michigan
108,8.7,michigan
109,8.7,michigan
110,9.4,michigan
1a,5.0,minnesota
1b,6.0,minnesota
2a,11.2,minnesota
2b,10.9,minnesota
3a,7.1,minnesota
3b,3.6,minnesota
4a,5.8,minnesota
4b,5.7,minnesota
5a,9.9,minnesota
5b,8.0,minnesota
6a,6.1,minnesota
6b,5.5,minnesota
7a,3.8,minnesota
7b,7.0,minnesota
8a,6.0,minnesota
8b,5.6,minnesota
9a,8.6,minnesota
9b,6.8,minnesota
10a,6.9,minnesota
10b,6.3,minnesota
11a,5.4,minnesota
11b,7.8,minnesota
12a,4.9,minnesota
12b,5.2,minnesota
13a,4.1,minnesota
13b,4.1,minnesota
14a,6.2,minnesota
14b,6.4,minnesota
15a,6.0,minnesota
15b,4.4,minnesota
16a,6.7,minnesota
16b,6.1,minnesota
17a,6.3,minnesota
17b,7.0,minnesota
18a,6.1,minnesota
18b,5.6,minnesota
19a,3.5,minnesota
19b,4.8,minnesota
20a,4.5,minnesota
20b,5.2,minnesota
21a,6.2,minnesota
21b,6.8,minnesota
22a,6.4,minnesota
22b,8.4,minnesota
23a,6.3,minnesota
23b,7.4,minnesota
24a,4.6,minnesota
24b,7.8,minnesota
25a,4.7,minnesota
25b,4.7,minnesota
26a,8.2,minnesota
26b,3.5,minnesota
27a,6.6,minnesota
27b,7.6,minnesota
28a,6.9,minnesota
28b,7.2,minnesota
29a,4.9,minnesota
29b,4.9,minnesota
30a,3.5,minnesota
30b,2.8,minnesota
31a,6.2,minnesota
31b,4.1,minnesota
32a,5.3,minnesota
32b,5.8,minnesota
33a,4.3,minnesota
33b,4.2,minnesota
34a,3.1,minnesota
34b,2.5,minnesota
35a,5.2,minnesota
35b,3.4,minnesota
36a,3.3,minnesota
36b,5.0,minnesota
37a,6.0,minnesota
37b,3.4,minnesota
38a,3.8,minnesota
38b,3.9,minnesota
39a,4.1,minnesota
39b,3.8,minnesota
40a,13.9,minnesota
40b,10.1,minnesota
41a,7.9,minnesota
41b,7.8,minnesota
42a,3.6,minnesota
42b,5.0,minnesota
43a,5.8,minnesota
43b,4.9,minnesota
44a,3.2,minnesota
44b,4.2,minnesota
45a,7.6,minnesota
45b,5.2,minnesota
46a,6.8,minnesota
46b,4.8,minnesota
47a,3.3,minnesota
47b,3.8,minnesota
48a,2.6,minnesota
48b,2.9,minnesota
49a,1.7,minnesota
49b,4.2,minnesota
50a,10.3,minnesota
50b,6.7,minnesota
51a,7.1,minnesota
51b,2.8,minnesota
52a,7.0,minnesota
52b,5.6,minnesota
53a,6.0,minnesota
53b,2.2,minnesota
54a,6.3,minnesota
54b,4.5,minnesota
55a,6.2,minnesota
55b,5.2,minnesota
56a,5.2,minnesota
56b,6.4,minnesota
57a,4.8,minnesota
57b,3.8,minnesota
58a,3.2,minnesota
58b,4.8,minnesota
59a,12.4,minnesota
59b,9.2,minnesota
60a,10.6,minnesota
60b,5.9,minnesota
61a,4.8,minnesota
61b,3.9,minnesota
62a,19.1,minnesota
62b,15.5,minnesota
63a,7.1,minnesota
63b,6.7,minnesota
64a,6.2,minnesota
64b,4.7,minnesota
65a,11.8,minnesota
65b,10.6,minnesota
66a,5.1,minnesota
66b,11.2,minnesota
67a,11.6,minnesota
67b,10.2,minnesota
1,11.0,missouri
2,13.4,missouri
3,10.9,missouri
4,16.2,missouri
5,13.1,missouri
6,11.5,missouri
7,14.6,missouri
8,10.0,missouri
9,8.2,missouri
10,14.3,missouri
11,12.0,missouri
12,5.4,missouri
13,5.8,missouri
14,8.7,missouri
15,13.5,missouri
16,5.8,missouri
17,9.9,missouri
18,12.6,missouri
19,27.7,missouri
20,11.1,missouri
21,13.5,missouri
22,19.6,missouri
23,28.4,missouri
24,14.3,missouri
25,7.1,missouri
26,16.0,missouri
27,18.3,missouri
28,15.5,missouri
29,10.3,missouri
30,6.1,missouri
31,9.5,missouri
32,7.7,missouri
33,8.6,missouri
34,4.9,missouri
35,6.9,missouri
36,16.1,missouri
37,13.0,missouri
38,8.6,missouri
39,9.8,missouri
40,12.8,missouri
41,9.3,missouri
42,11.0,missouri
43,12.9,missouri
44,11.3,missouri
45,7.1,missouri
46,6.0,missouri
47,9.5,missouri
48,10.4,missouri
49,9.3,missouri
50,7.2,missouri
51,9.5,missouri
52,12.9,missouri
53,9.7,missouri
54,11.8,missouri
55,6.8,missouri
56,9.7,missouri
57,13.0,missouri
58,20.6,missouri
59,8.2,missouri
60,10.5,missouri
61,8.0,missouri
62,9.2,missouri
63,6.5,missouri
64,7.7,missouri
65,8.7,missouri
66,15.2,missouri
67,9.3,missouri
68,8.7,missouri
69,9.5,missouri
70,6.5,missouri
71,10.1,missouri
72,14.0,missouri
73,13.9,missouri
74,13.9,missouri
75,15.6,missouri
76,19.7,missouri
77,14.3,missouri
78,17.4,missouri
79,12.8,missouri
80,13.0,missouri
81,17.1,missouri
82,9.1,missouri
83,7.6,missouri
84,16.1,missouri
85,15.2,missouri
86,13.5,missouri
87,2.9,missouri
88,3.9,missouri
89,3.1,missouri
90,4.0,missouri
91,3.8,missouri
92,9.2,missouri
93,11.6,missouri
94,9.5,missouri
95,4.5,missouri
96,3.7,missouri
97,10.6,missouri
98,3.0,missouri
99,7.1,missouri
100,4.7,missouri
101,2.8,missouri
102,2.5,missouri
103,5.6,missouri
104,6.0,missouri
105,4.6,missouri
106,9.9,missouri
107,7.3,missouri
108,6.1,missouri
109,9.3,missouri
110,4.9,missouri
111,10.4,missouri
112,7.5,missouri
113,8.2,missouri
114,10.6,missouri
115,10.6,missouri
116,7.4,missouri
117,15.5,missouri
118,11.0,missouri
119,10.9,missouri
120,13.4,missouri
121,12.5,missouri
122,10.4,missouri
123,18.3,missouri
124,13.3,missouri
125,15.4,missouri
126,15.8,missouri
127,13.4,missouri
128,13.1,missouri
129,17.5,missouri
130,10.1,missouri
131,16.2,missouri
132,20.7,missouri
133,9.5,missouri
134,12.6,missouri
135,15.5,missouri
136,9.0,missouri
137,9.1,missouri
138,13.1,missouri
139,11.3,missouri
140,10.4,missouri
141,21.4,missouri
142,16.2,missouri
143,17.4,missouri
144,14.9,missouri
145,10.0,missouri
146,8.3,missouri
147,9.4,missouri
148,13.1,missouri
149,17.6,missouri
150,16.8,missouri
151,13.1,missouri
152,14.3,missouri
153,13.9,missouri
154,12.3,missouri
155,17.0,missouri
156,20.1,missouri
157,15.8,missouri
158,17.7,missouri
159,19.5,missouri
160,15.8,missouri
161,13.4,missouri
162,13.2,missouri
163,15.5,missouri
1,12.5,montana
2,19.4,montana
3,20.7,montana
4,12.2,montana
5,13.4,montana
6,11.1,montana
7,17.2,montana
8,11.7,montana
9,12.2,montana
10,9.5,montana
11,17.2,montana
12,20.6,montana
13,16.6,montana
14,17.1,montana
15,36.8,montana
16,43.9,montana
17,14.0,montana
18,14.3,montana
19,12.1,montana
20,6.0,montana
21,13.2,montana
22,13.1,montana
23,9.9,montana
24,10.9,montana
25,15.8,montana
26,10.8,montana
27,13.4,montana
28,8.3,montana
29,14.1,montana
30,12.7,montana
31,29.2,montana
32,34.8,montana
33,14.9,montana
34,8.2,montana
35,15.0,montana
36,10.0,montana
37,11.2,montana
38,9.9,montana
39,7.9,montana
40,11.3,montana
41,35.4,montana
42,36.7,montana
43,10.3,montana
44,8.9,montana
45,8.0,montana
46,6.4,montana
47,14.9,montana
48,14.2,montana
49,21.7,montana
50,15.2,montana
51,14.4,montana
52,16.4,montana
53,9.1,montana
54,8.4,montana
55,10.3,montana
56,12.2,montana
57,10.7,montana
58,11.4,montana
59,15.1,montana
60,11.1,montana
61,7.0,montana
62,6.5,montana
63,7.8,montana
64,12.5,montana
65,10.4,montana
66,11.1,montana
67,16.1,montana
68,9.7,montana
69,10.9,montana
70,11.8,montana
71,13.7,montana
72,11.5,montana
73,13.6,montana
74,20.1,montana
75,9.3,montana
76,6.5,montana
77,14.1,montana
78,10.3,montana
79,8.2,montana
80,10.6,montana
81,7.2,montana
82,8.8,montana
83,9.6,montana
84,9.0,montana
85,17.9,montana
86,15.4,montana
87,16.1,montana
88,13.8,montana
89,5.1,montana
90,8.1,montana
91,8.2,montana
92,15.1,montana
93,20.9,montana
94,15.4,montana
95,24.3,montana
96,10.2,montana
97,13.9,montana
98,14.2,montana
99,9.8,montana
100,11.7,montana
1,12.0,nevada
2,8.3,nevada
3,22.9,nevada
4,11.2,nevada
5,17.4,nevada
6,30.2,nevada
7,21.6,nevada
8,16.1,nevada
9,13.2,nevada
10,27.3,nevada
11,33.7,nevada
12,15.1,nevada
13,7.2,nevada
14,23.9,nevada
15,24.2,nevada
16,28.3,nevada
17,15.0,nevada
18,18.6,nevada
19,12.9,nevada
20,20.2,nevada
21,12.0,nevada
22,8.0,nevada
23,7.4,nevada
24,24.7,nevada
25,8.7,nevada
26,9.6,nevada
27,14.0,nevada
28,31.0,nevada
29,12.0,nevada
30,17.8,nevada
31,11.3,nevada
32,15.1,nevada
33,12.9,nevada
34,16.4,nevada
35,10.5,nevada
36,13.2,nevada
37,9.9,nevada
38,15.4,nevada
39,12.6,nevada
40,13.3,nevada
41,12.7,nevada
42,21.3,nevada
1,14.6,new mexico
2,18.3,new mexico
3,12.9,new mexico
4,25.3,new mexico
5,25.7,new mexico
6,26.8,new mexico
7,15.8,new mexico
8,7.8,new mexico
9,28.4,new mexico
10,16.6,new mexico
11,12.6,new mexico
12,21.3,new mexico
13,16.4,new mexico
14,18.8,new mexico
15,9.1,new mexico
16,11.9,new mexico
17,12.6,new mexico
18,14.3,new mexico
19,15.5,new mexico
20,9.5,new mexico
21,23.1,new mexico
22,6.2,new mexico
23,9.9,new mexico
24,10.7,new mexico
25,12.2,new mexico
26,15.3,new mexico
27,6.7,new mexico
28,8.9,new mexico
29,7.4,new mexico
30,11.4,new mexico
31,4.4,new mexico
32,16.5,new mexico
33,14.8,new mexico
34,19.7,new mexico
35,15.2,new mexico
36,10.8,new mexico
37,7.2,new mexico
38,6.8,new mexico
39,14.3,new mexico
40,16.0,new mexico
41,17.1,new mexico
42,14.0,new mexico
43,11.4,new mexico
44,4.9,new mexico
45,17.1,new mexico
46,15.1,new mexico
47,11.0,new mexico
48,21.4,new mexico
49,14.1,new mexico
50,10.9,new mexico
51,10.4,new mexico
52,21.3,new mexico
53,21.1,new mexico
54,13.1,new mexico
55,11.3,new mexico
56,14.7,new mexico
57,9.7,new mexico
58,17.4,new mexico
59,11.4,new mexico
60,8.5,new mexico
61,21.2,new mexico
62,13.7,new mexico
63,20.3,new mexico
64,8.6,new mexico
65,28.2,new mexico
66,15.1,new mexico
67,12.0,new mexico
68,8.5,new mexico
69,21.5,new mexico
70,14.8,new mexico
1,10.5,new york
2,5.9,new york
3,8.2,new york
4,5.0,new york
5,5.9,new york
6,16.9,new york
7,6.0,new york
8,3.0,new york
9,4.5,new york
10,7.0,new york
11,11.4,new york
12,4.6,new york
13,7.7,new york
14,3.1,new york
15,4.3,new york
16,4.9,new york
17,4.4,new york
18,16.7,new york
19,5.2,new york
20,6.1,new york
21,6.6,new york
22,7.5,new york
23,8.1,new york
24,11.6,new york
25,13.4,new york
26,7.4,new york
27,10.7,new york
28,7.6,new york
29,10.9,new york
30,15.2,new york
31,10.8,new york
32,12.8,new york
33,9.6,new york
34,20.8,new york
35,21.4,new york
36,13.0,new york
37,15.3,new york
38,14.8,new york
39,25.8,new york
40,23.2,new york
41,6.9,new york
42,13.1,new york
43,11.8,new york
44,8.8,new york
45,9.3,new york
46,7.7,new york
47,12.0,new york
48,8.1,new york
49,12.8,new york
50,8.2,new york
51,18.0,new york
52,5.9,new york
53,19.5,new york
54,14.1,new york
55,11.6,new york
56,10.6,new york
57,9.3,new york
58,11.3,new york
59,8.3,new york
60,8.3,new york
61,10.1,new york
62,3.9,new york
63,6.2,new york
64,6.8,new york
65,6.9,new york
66,4.1,new york
67,5.2,new york
68,10.8,new york
69,5.2,new york
70,10.7,new york
71,13.1,new york
72,13.3,new york
73,2.8,new york
74,7.1,new york
75,5.1,new york
76,4.9,new york
77,12.6,new york
78,14.2,new york
79,11.5,new york
80,12.5,new york
81,9.5,new york
82,7.7,new york
83,10.9,new york
84,15.9,new york
85,13.7,new york
86,15.1,new york
87,11.9,new york
88,6.5,new york
89,13.0,new york
90,9.5,new york
91,12.8,new york
92,5.9,new york
93,7.1,new york
94,5.2,new york
95,9.6,new york
96,7.1,new york
97,8.9,new york
98,5.7,new york
99,5.3,new york
100,9.2,new york
101,7.0,new york
102,6.8,new york
103,7.9,new york
104,10.6,new york
105,5.5,new york
106,6.0,new york
107,4.8,new york
108,7.8,new york
109,4.8,new york
110,4.4,new york
111,7.5,new york
112,4.1,new york
113,5.4,new york
114,7.0,new york
115,6.9,new york
116,8.5,new york
117,7.1,new york
118,7.5,new york
119,6.3,new york
120,6.8,new york
121,6.1,new york
122,6.5,new york
123,5.9,new york
124,6.3,new york
125,5.2,new york
126,6.9,new york
127,4.2,new york
128,5.9,new york
129,7.7,new york
130,6.7,new york
131,6.3,new york
132,10.5,new york
133,4.4,new york
134,4.6,new york
135,3.3,new york
136,5.5,new york
137,8.1,new york
138,6.0,new york
139,5.9,new york
140,4.6,new york
141,7.5,new york
142,4.3,new york
143,4.6,new york
144,5.1,new york
145,5.2,new york
146,2.7,new york
147,5.7,new york
148,9.4,new york
149,5.3,new york
150,7.0,new york
1,13.4,north carolina
2,11.5,north carolina
3,13.2,north carolina
4,17.2,north carolina
5,13.8,north carolina
6,15.5,north carolina
7,14.3,north carolina
8,12.7,north carolina
9,11.0,north carolina
10,14.4,north carolina
11,15.6,north carolina
12,15.9,north carolina
13,14.0,north carolina
14,9.9,north carolina
15,13.8,north carolina
16,14.4,north carolina
17,13.7,north carolina
18,16.1,north carolina
19,12.6,north carolina
20,9.5,north carolina
21,18.1,north carolina
22,16.8,north carolina
23,14.7,north carolina
24,19.0,north carolina
25,12.6,north carolina
26,12.7,north carolina
27,13.4,north carolina
28,16.0,north carolina
29,15.8,north carolina
30,9.5,north carolina
31,19.3,north carolina
32,14.8,north carolina
33,16.0,north carolina
34,12.0,north carolina
35,8.1,north carolina
36,7.6,north carolina
37,9.2,north carolina
38,19.7,north carolina
39,12.1,north carolina
40,5.4,north carolina
41,3.8,north carolina
42,14.5,north carolina
43,13.0,north carolina
44,12.4,north carolina
45,8.9,north carolina
46,15.8,north carolina
47,19.0,north carolina
48,16.4,north carolina
49,5.7,north carolina
50,8.4,north carolina
51,13.1,north carolina
52,10.6,north carolina
53,14.1,north carolina
54,13.9,north carolina
55,13.6,north carolina
56,7.8,north carolina
57,15.1,north carolina
58,13.3,north carolina
59,8.3,north carolina
60,20.5,north carolina
61,12.1,north carolina
62,7.7,north carolina
63,13.7,north carolina
64,14.7,north carolina
65,12.8,north carolina
66,13.1,north carolina
67,13.6,north carolina
68,9.6,north carolina
69,11.9,north carolina
70,14.3,north carolina
71,19.7,north carolina
72,16.5,north carolina
73,12.9,north carolina
74,10.9,north carolina
75,8.0,north carolina
76,13.7,north carolina
77,13.5,north carolina
78,15.7,north carolina
79,10.4,north carolina
80,11.5,north carolina
81,13.2,north carolina
82,8.6,north carolina
83,12.5,north carolina
84,13.8,north carolina
85,14.9,north carolina
86,13.7,north carolina
87,14.5,north carolina
88,9.0,north carolina
89,12.9,north carolina
90,14.9,north carolina
91,12.0,north carolina
92,9.9,north carolina
93,12.4,north carolina
94,14.0,north carolina
95,10.5,north carolina
96,12.5,north carolina
97,12.5,north carolina
98,7.0,north carolina
99,20.9,north carolina
100,24.8,north carolina
101,15.7,north carolina
102,21.4,north carolina
103,10.9,north carolina
104,7.3,north carolina
105,6.5,north carolina
106,19.4,north carolina
107,14.2,north carolina
108,14.5,north carolina
109,13.6,north carolina
110,14.1,north carolina
111,14.0,north carolina
112,14.1,north carolina
113,14.5,north carolina
114,14.4,north carolina
115,13.2,north carolina
116,11.6,north carolina
117,14.1,north carolina
118,13.0,north carolina
119,15.2,north carolina
120,18.1,north carolina
1,13.0,ohio
2,10.0,ohio
3,5.7,ohio
4,9.1,ohio
5,9.8,ohio
6,3.6,ohio
7,5.4,ohio
8,8.7,ohio
9,7.7,ohio
10,12.5,ohio
11,11.6,ohio
12,8.1,ohio
13,11.9,ohio
14,7.5,ohio
15,8.9,ohio
16,5.3,ohio
17,15.7,ohio
18,9.0,ohio
19,5.2,ohio
20,9.9,ohio
21,6.0,ohio
22,12.8,ohio
23,9.5,ohio
24,5.8,ohio
25,15.0,ohio
26,13.2,ohio
27,4.8,ohio
28,7.5,ohio
29,8.5,ohio
30,5.9,ohio
31,9.7,ohio
32,12.6,ohio
33,9.1,ohio
34,12.1,ohio
35,12.1,ohio
36,6.5,ohio
37,3.7,ohio
38,5.4,ohio
39,13.0,ohio
40,9.2,ohio
41,7.1,ohio
42,7.3,ohio
43,9.1,ohio
44,11.6,ohio
45,9.5,ohio
46,8.2,ohio
47,4.3,ohio
48,5.7,ohio
49,9.6,ohio
50,6.7,ohio
51,10.6,ohio
52,4.8,ohio
53,7.3,ohio
54,6.3,ohio
55,6.5,ohio
56,8.3,ohio
57,7.1,ohio
58,9.8,ohio
59,5.7,ohio
60,8.1,ohio
61,5.3,ohio
62,5.4,ohio
63,9.6,ohio
64,11.8,ohio
65,6.4,ohio
66,9.4,ohio
67,4.6,ohio
68,7.0,ohio
69,5.8,ohio
70,10.8,ohio
71,8.5,ohio
72,9.7,ohio
73,6.1,ohio
74,7.3,ohio
75,7.5,ohio
76,9.3,ohio
77,6.7,ohio
78,9.2,ohio
79,9.1,ohio
80,8.1,ohio
81,5.5,ohio
82,8.1,ohio
83,8.5,ohio
84,5.5,ohio
85,7.9,ohio
86,7.7,ohio
87,7.9,ohio
88,6.9,ohio
89,7.8,ohio
90,10.8,ohio
91,10.2,ohio
92,8.8,ohio
93,9.9,ohio
94,8.5,ohio
95,9.4,ohio
96,8.4,ohio
97,8.8,ohio
98,19.6,ohio
99,10.2,ohio
1,21.5,oklahoma
