district,percent households receiving food stamps,state
16,8.9,maine
17,8.6,maine
18,33.9,maine
19,13.8,maine
20,12.5,maine
21,14.8,maine
22,15.9,maine
23,6.8,maine
24,8.3,maine
25,5.0,maine
26,4.7,maine
27,7.5,maine
28,6.6,maine
29,2.8,maine
30,2.7,maine
31,10.7,maine
32,4.8,maine
33,20.5,maine
34,23.1,maine
35,17.2,maine
36,16.8,maine
37,18.9,maine
38,22.3,maine
39,23.7,maine
40,34.0,maine
41,7.5,maine
42,14.3,maine
43,9.3,maine
44,2.9,maine
45,2.7,maine
46,3.6,maine
47,4.5,maine
48,6.3,maine
49,10.8,maine
50,8.9,maine
51,10.9,maine
52,20.6,maine
53,6.8,maine
54,9.4,maine
55,12.2,maine
56,14.2,maine
57,9.9,maine
58,14.4,maine
59,11.9,maine
60,42.3,maine
61,38.1,maine
62,35.9,maine
63,15.1,maine
64,8.8,maine
65,9.6,maine
66,10.1,maine
67,10.5,maine
68,12.5,maine
69,13.5,maine
70,13.0,maine
71,21.5,maine
72,23.1,maine
73,27.7,maine
74,18.5,maine
75,10.9,maine
76,12.6,maine
77,16.1,maine
78,15.4,maine
79,14.3,maine
80,12.2,maine
81,10.7,maine
82,12.9,maine
83,21.9,maine
84,12.4,maine
85,20.0,maine
86,32.9,maine
87,14.0,maine
88,17.9,maine
89,9.0,maine
90,9.5,maine
91,21.6,maine
92,13.1,maine
93,21.4,maine
94,4.6,maine
95,15.8,maine
96,14.2,maine
97,18.8,maine
98,18.4,maine
99,22.8,maine
100,19.2,maine
101,5.8,maine
102,21.1,maine
103,10.4,maine
104,22.3,maine
105,22.5,maine
106,24.0,maine
107,28.3,maine
108,20.8,maine
109,33.9,maine
110,25.7,maine
111,23.1,maine
112,22.1,maine
113,18.5,maine
114,20.6,maine
115,23.4,maine
116,22.3,maine
117,12.0,maine
118,19.1,maine
119,21.3,maine
120,25.8,maine
121,15.5,maine
122,24.2,maine
123,10.4,maine
124,17.2,maine
125,16.7,maine
126,38.2,maine
127,25.8,maine
128,16.1,maine
129,14.6,maine
130,17.0,maine
131,11.8,maine
132,17.5,maine
133,10.3,maine
134,11.7,maine
135,5.4,maine
136,16.6,maine
137,19.6,maine
138,20.3,maine
139,25.4,maine
140,28.1,maine
141,22.5,maine
142,25.2,maine
143,20.0,maine
144,26.5,maine
145,23.8,maine
146,19.5,maine
147,26.0,maine
148,21.9,maine
149,24.0,maine
150,21.0,maine
151,18.8,maine
1st barnstable,7.8,massachusetts
2nd barnstable,10.8,massachusetts
3rd barnstable,7.2,massachusetts
4th barnstable,7.3,massachusetts
"barnstable, dukes & nantucket",5.3,massachusetts
1st berkshire,15.5,massachusetts
2nd berkshire,12.3,massachusetts
3rd berkshire,21.5,massachusetts
4th berkshire,6.7,massachusetts
1st bristol,6.2,massachusetts
2nd bristol,13.7,massachusetts
3rd bristol,17.9,massachusetts
4th bristol,5.3,massachusetts
5th bristol,10.9,massachusetts
6th bristol,21.8,massachusetts
7th bristol,35.4,massachusetts
8th bristol,13.6,massachusetts
9th bristol,12.5,massachusetts
10th bristol,12.0,massachusetts
11th bristol,20.9,massachusetts
12th bristol,8.2,massachusetts
13th bristol,27.6,massachusetts
14th bristol,6.8,massachusetts
1st essex,7.0,massachusetts
2nd essex,2.9,massachusetts
3rd essex,19.1,massachusetts
4th essex,4.3,massachusetts
5th essex,8.3,massachusetts
6th essex,10.6,massachusetts
7th essex,16.9,massachusetts
8th essex,8.9,massachusetts
9th essex,7.9,massachusetts
10th essex,30.2,massachusetts
11th essex,31.5,massachusetts
12th essex,12.3,massachusetts
13th essex,6.3,massachusetts
14th essex,10.4,massachusetts
15th essex,9.9,massachusetts
16th essex,44.4,massachusetts
17th essex,34.2,massachusetts
1st franklin,11.0,massachusetts
2nd franklin,15.5,massachusetts
1st hampden,11.0,massachusetts
2nd hampden,5.2,massachusetts
3rd hampden,9.2,massachusetts
4th hampden,12.7,massachusetts
5th hampden,33.6,massachusetts
6th hampden,21.8,massachusetts
7th hampden,11.3,massachusetts
8th hampden,19.4,massachusetts
9th hampden,27.6,massachusetts
10th hampden,55.3,massachusetts
11th hampden,37.6,massachusetts
12th hampden,13.7,massachusetts
18th essex,2.7,massachusetts
1st hampshire,11.1,massachusetts
2nd hampshire,9.6,massachusetts
3rd hampshire,7.6,massachusetts
1st middlesex,7.1,massachusetts
2nd middlesex,3.4,massachusetts
3rd middlesex,4.8,massachusetts
4th middlesex,7.3,massachusetts
5th middlesex,2.8,massachusetts
6th middlesex,5.7,massachusetts
7th middlesex,14.1,massachusetts
8th middlesex,3.3,massachusetts
9th middlesex,6.0,massachusetts
10th middlesex,9.6,massachusetts
11th middlesex,4.2,massachusetts
12th middlesex,3.5,massachusetts
13th middlesex,4.7,massachusetts
14th middlesex,2.5,massachusetts
15th middlesex,4.0,massachusetts
16th middlesex,15.8,massachusetts
17th middlesex,20.1,massachusetts
18th middlesex,26.9,massachusetts
19th middlesex,5.7,massachusetts
20th middlesex,2.3,massachusetts
21st middlesex,4.5,massachusetts
22nd middlesex,4.2,massachusetts
23rd middlesex,5.4,massachusetts
24th middlesex,6.3,massachusetts
25th middlesex,4.5,massachusetts
26th middlesex,14.1,massachusetts
27th middlesex,5.9,massachusetts
28th middlesex,19.5,massachusetts
29th middlesex,4.4,massachusetts
30th middlesex,8.0,massachusetts
31st middlesex,5.3,massachusetts
32nd middlesex,5.8,massachusetts
33rd middlesex,15.0,massachusetts
34th middlesex,11.5,massachusetts
35th middlesex,9.4,massachusetts
36th middlesex,6.9,massachusetts
37th middlesex,4.6,massachusetts
18th worcester,13.7,massachusetts
5th barnstable,5.2,massachusetts
1st norfolk,10.8,massachusetts
2nd norfolk,10.4,massachusetts
3rd norfolk,11.7,massachusetts
4th norfolk,11.0,massachusetts
5th norfolk,10.1,massachusetts
6th norfolk,8.1,massachusetts
7th norfolk,10.9,massachusetts
8th norfolk,5.8,massachusetts
9th norfolk,3.4,massachusetts
10th norfolk,4.6,massachusetts
11th norfolk,4.1,massachusetts
12th norfolk,7.4,massachusetts
13th norfolk,2.5,massachusetts
14th norfolk,1.8,massachusetts
15th norfolk,5.5,massachusetts
1st plymouth,6.0,massachusetts
2nd plymouth,11.4,massachusetts
3rd plymouth,3.2,massachusetts
4th plymouth,5.4,massachusetts
5th plymouth,7.1,massachusetts
6th plymouth,5.3,massachusetts
7th plymouth,9.2,massachusetts
8th plymouth,7.2,massachusetts
9th plymouth,36.1,massachusetts
10th plymouth,19.9,massachusetts
11th plymouth,14.2,massachusetts
12th plymouth,7.7,massachusetts
1st suffolk,19.0,massachusetts
2nd suffolk,25.6,massachusetts
3rd suffolk,9.7,massachusetts
4th suffolk,15.9,massachusetts
5th suffolk,36.4,massachusetts
6th suffolk,36.0,massachusetts
7th suffolk,32.0,massachusetts
8th suffolk,5.0,massachusetts
9th suffolk,21.8,massachusetts
10th suffolk,5.0,massachusetts
11th suffolk,27.5,massachusetts
12th suffolk,20.3,massachusetts
13th suffolk,19.6,massachusetts
14th suffolk,18.3,massachusetts
15th suffolk,16.0,massachusetts
16th suffolk,13.8,massachusetts
17th suffolk,11.2,massachusetts
18th suffolk,12.4,massachusetts
19th suffolk,15.7,massachusetts
1st worcester,4.4,massachusetts
2nd worcester,14.5,massachusetts
3rd worcester,19.0,massachusetts
4th worcester,14.8,massachusetts
5th worcester,8.5,massachusetts
6th worcester,17.0,massachusetts
7th worcester,6.6,massachusetts
8th worcester,7.4,massachusetts
9th worcester,7.6,massachusetts
10th worcester,7.5,massachusetts
11th worcester,2.8,massachusetts
12th worcester,5.6,massachusetts
13th worcester,10.3,massachusetts
14th worcester,16.6,massachusetts
15th worcester,32.5,massachusetts
16th worcester,23.2,massachusetts
17th worcester,19.5,massachusetts
1,30.3,michigan
2,31.7,michigan
3,41.2,michigan
4,45.1,michigan
5,47.2,michigan
6,38.6,michigan
7,40.8,michigan
8,40.9,michigan
9,45.4,michigan
10,26.4,michigan
11,22.8,michigan
12,21.3,michigan
13,12.3,michigan
14,18.6,michigan
15,22.6,michigan
16,17.4,michigan
17,14.9,michigan
18,15.1,michigan
19,5.5,michigan
20,4.9,michigan
21,8.7,michigan
22,19.6,michigan
23,9.1,michigan
24,9.6,michigan
25,10.1,michigan
26,9.4,michigan
27,16.5,michigan
28,23.1,michigan
29,27.0,michigan
30,13.7,michigan
31,18.9,michigan
32,9.8,michigan
33,5.6,michigan
34,45.6,michigan
35,12.6,michigan
36,7.2,michigan
37,6.0,michigan
38,6.2,michigan
39,7.5,michigan
40,2.1,michigan
41,6.0,michigan
42,4.6,michigan
43,9.5,michigan
44,6.6,michigan
45,3.9,michigan
46,6.8,michigan
47,7.8,michigan
48,16.5,michigan
49,26.4,michigan
50,14.0,michigan
51,8.3,michigan
52,5.4,michigan
53,6.3,michigan
54,19.1,michigan
55,7.1,michigan
56,9.4,michigan
57,14.5,michigan
58,14.0,michigan
59,15.3,michigan
60,21.8,michigan
61,10.2,michigan
62,19.2,michigan
63,10.8,michigan
64,19.7,michigan
65,12.8,michigan
66,16.8,michigan
67,12.6,michigan
68,25.3,michigan
69,6.3,michigan
70,17.8,michigan
71,11.1,michigan
72,13.0,michigan
73,5.6,michigan
74,12.3,michigan
75,31.0,michigan
76,14.8,michigan
77,14.9,michigan
78,12.1,michigan
79,17.7,michigan
80,10.9,michigan
81,13.0,michigan
82,13.0,michigan
83,21.7,michigan
84,15.4,michigan
85,14.8,michigan
86,10.4,michigan
87,11.3,michigan
88,6.1,michigan
89,7.2,michigan
90,11.1,michigan
91,14.4,michigan
92,29.6,michigan
93,8.6,michigan
94,8.3,michigan
95,35.8,michigan
96,17.8,michigan
97,21.2,michigan
98,11.9,michigan
99,15.3,michigan
100,20.2,michigan
101,12.4,michigan
102,17.4,michigan
103,19.4,michigan
104,11.0,michigan
105,13.8,michigan
106,16.4,michigan
107,13.8,michigan
108,15.3,michigan
109,13.7,michigan
110,13.6,michigan
1a,6.4,minnesota
1b,10.6,minnesota
2a,11.6,minnesota
2b,13.4,minnesota
3a,8.7,minnesota
3b,5.1,minnesota
4a,8.8,minnesota
4b,8.1,minnesota
5a,14.8,minnesota
5b,11.5,minnesota
6a,11.9,minnesota
6b,10.0,minnesota
7a,10.2,minnesota
7b,18.5,minnesota
8a,7.3,minnesota
8b,8.0,minnesota
9a,9.2,minnesota
9b,10.4,minnesota
10a,8.6,minnesota
10b,8.8,minnesota
11a,8.5,minnesota
11b,12.6,minnesota
12a,8.6,minnesota
12b,5.1,minnesota
13a,6.4,minnesota
13b,8.3,minnesota
14a,12.5,minnesota
14b,14.5,minnesota
15a,9.1,minnesota
15b,4.8,minnesota
16a,8.3,minnesota
16b,7.4,minnesota
17a,6.9,minnesota
17b,12.1,minnesota
18a,7.3,minnesota
18b,7.1,minnesota
19a,9.2,minnesota
19b,9.1,minnesota
20a,5.8,minnesota
20b,5.6,minnesota
21a,7.0,minnesota
21b,5.5,minnesota
22a,8.1,minnesota
22b,10.4,minnesota
23a,7.6,minnesota
23b,6.7,minnesota
24a,9.0,minnesota
24b,9.4,minnesota
25a,4.5,minnesota
25b,9.3,minnesota
26a,12.0,minnesota
26b,4.7,minnesota
27a,10.2,minnesota
27b,11.5,minnesota
28a,6.8,minnesota
28b,8.5,minnesota
29a,7.1,minnesota
29b,7.9,minnesota
30a,6.5,minnesota
30b,2.8,minnesota
31a,5.6,minnesota
31b,3.3,minnesota
32a,9.0,minnesota
32b,7.6,minnesota
33a,2.8,minnesota
33b,3.6,minnesota
34a,3.3,minnesota
34b,4.8,minnesota
35a,8.0,minnesota
35b,3.5,minnesota
36a,7.6,minnesota
36b,7.4,minnesota
37a,10.8,minnesota
37b,3.9,minnesota
38a,3.3,minnesota
38b,2.2,minnesota
39a,5.2,minnesota
39b,4.6,minnesota
40a,21.7,minnesota
40b,16.8,minnesota
41a,13.1,minnesota
41b,12.1,minnesota
42a,5.6,minnesota
42b,7.2,minnesota
43a,7.2,minnesota
43b,10.3,minnesota
44a,2.0,minnesota
44b,3.6,minnesota
45a,9.9,minnesota
45b,7.9,minnesota
46a,6.3,minnesota
46b,8.0,minnesota
47a,3.8,minnesota
47b,3.9,minnesota
48a,4.5,minnesota
48b,3.3,minnesota
49a,1.8,minnesota
49b,3.2,minnesota
50a,10.7,minnesota
50b,7.6,minnesota
51a,7.2,minnesota
51b,3.1,minnesota
52a,10.2,minnesota
52b,6.2,minnesota
53a,5.3,minnesota
53b,1.7,minnesota
54a,9.3,minnesota
54b,5.2,minnesota
55a,5.6,minnesota
55b,3.5,minnesota
56a,5.5,minnesota
56b,7.0,minnesota
57a,5.0,minnesota
57b,3.5,minnesota
58a,2.7,minnesota
58b,3.9,minnesota
59a,32.4,minnesota
59b,24.5,minnesota
60a,12.9,minnesota
60b,19.7,minnesota
61a,7.0,minnesota
61b,5.4,minnesota
62a,29.6,minnesota
62b,14.8,minnesota
63a,9.9,minnesota
63b,6.9,minnesota
64a,6.2,minnesota
64b,5.9,minnesota
65a,29.8,minnesota
65b,21.4,minnesota
66a,7.2,minnesota
66b,24.2,minnesota
67a,29.0,minnesota
67b,23.0,minnesota
1,11.6,missouri
2,10.7,missouri
3,12.1,missouri
4,11.1,missouri
5,12.0,missouri
6,13.8,missouri
7,13.0,missouri
8,9.2,missouri
9,8.8,missouri
10,23.9,missouri
11,13.2,missouri
12,5.4,missouri
13,2.0,missouri
14,7.9,missouri
15,9.3,missouri
16,3.5,missouri
17,8.2,missouri
18,11.7,missouri
19,25.4,missouri
20,13.8,missouri
21,18.0,missouri
22,31.5,missouri
23,39.8,missouri
24,10.3,missouri
25,1.6,missouri
26,22.0,missouri
27,20.5,missouri
28,13.3,missouri
29,8.1,missouri
30,4.7,missouri
31,9.4,missouri
32,5.6,missouri
33,11.2,missouri
34,2.9,missouri
35,8.2,missouri
36,13.5,missouri
37,13.0,missouri
38,9.0,missouri
39,11.1,missouri
40,11.6,missouri
41,13.7,missouri
42,14.6,missouri
43,11.2,missouri
44,11.8,missouri
45,14.6,missouri
46,5.8,missouri
47,8.6,missouri
48,12.0,missouri
49,10.6,missouri
50,9.6,missouri
51,11.1,missouri
52,15.6,missouri
53,13.3,missouri
54,15.2,missouri
55,7.3,missouri
56,13.7,missouri
57,15.1,missouri
58,17.8,missouri
59,8.7,missouri
60,12.5,missouri
61,8.3,missouri
62,10.0,missouri
63,6.4,missouri
64,8.8,missouri
65,8.0,missouri
66,28.9,missouri
67,14.7,missouri
68,9.2,missouri
69,9.6,missouri
70,5.4,missouri
71,8.5,missouri
72,11.6,missouri
73,20.8,missouri
74,24.6,missouri
75,28.4,missouri
76,39.9,missouri
77,24.4,missouri
78,31.3,missouri
79,26.3,missouri
80,16.3,missouri
81,28.5,missouri
82,9.8,missouri
83,7.1,missouri
84,24.4,missouri
85,24.3,missouri
86,18.0,missouri
87,2.8,missouri
88,2.8,missouri
89,1.4,missouri
90,2.6,missouri
91,2.8,missouri
92,6.4,missouri
93,13.4,missouri
94,7.3,missouri
95,3.8,missouri
96,2.5,missouri
97,13.0,missouri
98,2.9,missouri
99,3.2,missouri
100,2.4,missouri
101,2.4,missouri
102,1.8,missouri
103,4.6,missouri
104,4.4,missouri
105,3.1,missouri
106,7.1,missouri
107,6.3,missouri
108,3.8,missouri
109,10.5,missouri
110,5.7,missouri
111,10.5,missouri
112,8.3,missouri
113,10.5,missouri
114,13.7,missouri
115,15.9,missouri
116,12.0,missouri
117,21.1,missouri
118,19.6,missouri
119,13.6,missouri
120,16.4,missouri
121,14.7,missouri
122,10.2,missouri
123,15.2,missouri
124,9.1,missouri
125,17.5,missouri
126,16.5,missouri
127,14.3,missouri
128,17.2,missouri
129,19.6,missouri
130,9.5,missouri
131,16.6,missouri
132,24.0,missouri
133,7.9,missouri
134,8.2,missouri
135,12.6,missouri
136,5.4,missouri
137,10.8,missouri
138,11.6,missouri
139,11.8,missouri
140,8.9,missouri
141,19.4,missouri
142,19.4,missouri
143,18.5,missouri
144,20.6,missouri
145,14.4,missouri
146,8.8,missouri
147,13.6,missouri
148,21.2,missouri
149,31.2,missouri
150,27.1,missouri
151,19.3,missouri
152,25.1,missouri
153,20.4,missouri
154,20.7,missouri
155,19.9,missouri
156,17.0,missouri
157,17.3,missouri
158,14.9,missouri
159,16.0,missouri
160,13.0,missouri
161,17.6,missouri
162,13.7,missouri
163,14.4,missouri
1,20.7,montana
2,12.3,montana
3,12.4,montana
4,5.5,montana
5,3.7,montana
6,5.3,montana
7,15.7,montana
8,11.1,montana
9,15.2,montana
10,5.1,montana
11,5.2,montana
12,13.9,montana
13,11.8,montana
14,16.1,montana
15,27.9,montana
16,21.5,montana
17,5.6,montana
18,12.2,montana
19,7.6,montana
20,3.9,montana
21,9.3,montana
22,20.0,montana
23,15.5,montana
24,13.2,montana
25,10.3,montana
26,11.2,montana
27,4.7,montana
28,15.2,montana
29,8.9,montana
30,6.6,montana
31,20.0,montana
32,25.2,montana
33,12.3,montana
34,6.3,montana
35,3.4,montana
36,10.3,montana
37,1.8,montana
38,9.2,montana
39,5.8,montana
40,12.1,montana
41,19.6,montana
42,21.3,montana
43,9.1,montana
44,13.7,montana
45,5.9,montana
46,1.5,montana
47,11.1,montana
48,7.7,montana
49,14.1,montana
50,12.6,montana
51,18.6,montana
52,10.9,montana
53,1.6,montana
54,5.4,montana
55,3.9,montana
56,7.5,montana
57,5.4,montana
58,4.0,montana
59,4.1,montana
60,9.4,montana
61,4.0,montana
62,1.4,montana
63,5.4,montana
64,4.8,montana
65,6.6,montana
66,5.3,montana
67,10.2,montana
68,7.3,montana
69,4.4,montana
70,7.1,montana
71,5.4,montana
72,7.5,montana
73,15.8,montana
74,32.4,montana
75,5.1,montana
76,7.8,montana
77,14.1,montana
78,13.8,montana
79,6.8,montana
80,6.5,montana
81,8.5,montana
82,12.8,montana
83,13.2,montana
84,13.8,montana
85,9.2,montana
86,18.3,montana
87,17.3,montana
88,8.6,montana
89,8.6,montana
90,16.5,montana
91,12.9,montana
92,13.0,montana
93,16.2,montana
94,11.6,montana
95,24.9,montana
96,8.0,montana
97,8.6,montana
98,19.1,montana
99,8.1,montana
100,14.1,montana
1,9.0,nevada
2,3.3,nevada
3,21.4,nevada
4,6.6,nevada
5,8.4,nevada
6,34.4,nevada
7,18.4,nevada
8,7.6,nevada
9,6.6,nevada
10,21.4,nevada
11,33.9,nevada
12,13.9,nevada
13,4.8,nevada
14,22.3,nevada
15,26.6,nevada
16,26.2,nevada
17,12.0,nevada
18,16.4,nevada
19,13.0,nevada
20,12.1,nevada
21,5.0,nevada
22,4.6,nevada
23,5.7,nevada
24,19.5,nevada
25,5.5,nevada
26,3.9,nevada
27,12.5,nevada
28,31.9,nevada
29,8.6,nevada
30,18.1,nevada
31,6.5,nevada
32,9.0,nevada
33,6.6,nevada
34,11.3,nevada
35,4.6,nevada
36,13.3,nevada
37,6.3,nevada
38,14.6,nevada
39,8.8,nevada
40,12.3,nevada
41,7.7,nevada
42,13.5,nevada
1,10.9,new mexico
2,16.5,new mexico
3,14.4,new mexico
4,17.0,new mexico
5,22.7,new mexico
6,30.3,new mexico
7,26.0,new mexico
8,16.4,new mexico
9,22.8,new mexico
10,23.1,new mexico
11,22.8,new mexico
12,26.9,new mexico
13,24.2,new mexico
14,29.0,new mexico
15,10.4,new mexico
16,14.5,new mexico
17,18.4,new mexico
18,16.2,new mexico
19,24.6,new mexico
20,16.7,new mexico
21,34.7,new mexico
22,4.8,new mexico
23,7.4,new mexico
24,14.7,new mexico
25,10.1,new mexico
26,20.9,new mexico
27,5.1,new mexico
28,8.2,new mexico
29,7.0,new mexico
30,10.0,new mexico
31,1.5,new mexico
32,28.8,new mexico
33,23.7,new mexico
34,23.8,new mexico
35,26.9,new mexico
36,17.2,new mexico
37,11.6,new mexico
38,20.8,new mexico
39,19.9,new mexico
40,17.6,new mexico
41,16.4,new mexico
42,20.5,new mexico
43,6.1,new mexico
44,5.7,new mexico
45,12.2,new mexico
46,10.4,new mexico
47,6.3,new mexico
48,13.3,new mexico
49,19.4,new mexico
50,13.2,new mexico
51,17.8,new mexico
52,27.8,new mexico
53,23.2,new mexico
54,15.8,new mexico
55,10.0,new mexico
56,15.9,new mexico
57,18.4,new mexico
58,29.8,new mexico
59,14.5,new mexico
60,10.4,new mexico
61,17.5,new mexico
62,9.6,new mexico
63,26.5,new mexico
64,10.1,new mexico
65,26.3,new mexico
66,12.9,new mexico
67,17.6,new mexico
68,6.2,new mexico
69,26.8,new mexico
70,25.2,new mexico
1,5.2,new york
2,6.0,new york
3,9.5,new york
4,5.4,new york
5,6.0,new york
6,16.8,new york
7,6.3,new york
8,3.1,new york
9,4.8,new york
10,5.5,new york
11,9.9,new york
12,4.1,new york
13,3.8,new york
14,2.1,new york
15,3.3,new york
16,2.6,new york
17,3.5,new york
18,15.6,new york
19,3.1,new york
20,5.2,new york
21,5.4,new york
22,7.3,new york
23,16.6,new york
24,11.4,new york
25,11.2,new york
26,5.3,new york
27,12.0,new york
28,7.0,new york
29,18.4,new york
30,8.3,new york
31,26.4,new york
32,21.8,new york
33,11.8,new york
34,15.9,new york
35,21.2,new york
36,7.8,new york
37,14.8,new york
38,15.4,new york
39,20.2,new york
40,14.1,new york
41,18.0,new york
42,25.8,new york
43,22.9,new york
44,17.0,new york
45,23.3,new york
46,25.8,new york
47,24.3,new york
48,29.0,new york
49,24.8,new york
50,20.3,new york
51,30.6,new york
52,6.0,new york
53,31.1,new york
54,32.1,new york
55,40.8,new york
56,32.3,new york
57,19.2,new york
58,17.5,new york
59,14.2,new york
60,35.8,new york
61,23.0,new york
62,5.5,new york
63,11.3,new york
64,10.7,new york
65,19.8,new york
66,3.0,new york
67,4.6,new york
68,28.7,new york
69,12.0,new york
70,21.9,new york
71,28.3,new york
72,38.8,new york
73,1.3,new york
74,12.4,new york
75,7.1,new york
76,3.9,new york
77,48.7,new york
78,43.7,new york
79,50.1,new york
80,27.9,new york
81,19.5,new york
82,13.6,new york
83,26.3,new york
84,50.7,new york
85,43.8,new york
86,49.9,new york
87,35.2,new york
88,4.3,new york
89,21.4,new york
90,13.8,new york
91,7.6,new york
92,4.2,new york
93,3.8,new york
94,3.7,new york
95,6.1,new york
96,7.9,new york
97,12.9,new york
98,16.5,new york
99,5.4,new york
100,13.1,new york
101,12.3,new york
102,10.9,new york
103,10.8,new york
104,17.8,new york
105,6.4,new york
106,10.1,new york
107,8.0,new york
108,24.2,new york
109,6.1,new york
110,7.4,new york
111,18.8,new york
112,6.9,new york
113,10.0,new york
114,12.4,new york
115,18.2,new york
116,18.2,new york
117,14.0,new york
118,14.0,new york
119,23.7,new york
120,15.8,new york
121,11.6,new york
122,14.4,new york
123,18.3,new york
124,15.7,new york
125,10.6,new york
126,10.6,new york
127,7.4,new york
128,19.3,new york
129,22.4,new york
130,11.4,new york
131,11.1,new york
132,12.6,new york
133,9.9,new york
134,8.0,new york
135,5.3,new york
136,14.3,new york
137,38.7,new york
138,15.3,new york
139,12.7,new york
140,16.4,new york
141,38.2,new york
142,13.9,new york
143,10.8,new york
144,8.5,new york
145,13.9,new york
146,7.1,new york
147,8.3,new york
148,16.9,new york
149,22.1,new york
150,18.9,new york
1,14.5,north carolina
2,15.2,north carolina
3,14.9,north carolina
4,15.0,north carolina
5,25.4,north carolina
6,15.0,north carolina
7,23.8,north carolina
8,12.3,north carolina
9,9.4,north carolina
10,13.9,north carolina
11,6.7,north carolina
12,28.3,north carolina
13,13.4,north carolina
14,10.7,north carolina
15,10.7,north carolina
16,14.5,north carolina
17,11.6,north carolina
18,22.1,north carolina
19,10.0,north carolina
20,6.3,north carolina
21,28.7,north carolina
22,22.7,north carolina
23,25.6,north carolina
24,29.2,north carolina
25,13.5,north carolina
26,11.8,north carolina
27,30.7,north carolina
28,16.7,north carolina
29,17.2,north carolina
30,5.5,north carolina
31,17.1,north carolina
32,24.0,north carolina
33,18.6,north carolina
34,7.8,north carolina
35,7.3,north carolina
36,3.3,north carolina
37,5.7,north carolina
38,16.7,north carolina
39,6.5,north carolina
40,2.9,north carolina
41,1.8,north carolina
42,18.3,north carolina
43,22.2,north carolina
44,15.4,north carolina
45,12.2,north carolina
46,22.5,north carolina
47,30.7,north carolina
48,34.8,north carolina
49,3.1,north carolina
50,6.3,north carolina
51,12.3,north carolina
52,9.1,north carolina
53,17.7,north carolina
54,13.4,north carolina
55,15.0,north carolina
56,7.6,north carolina
57,20.7,north carolina
58,20.7,north carolina
59,6.0,north carolina
60,24.9,north carolina
61,12.6,north carolina
62,3.7,north carolina
63,13.4,north carolina
64,17.6,north carolina
65,18.2,north carolina
66,18.3,north carolina
67,16.3,north carolina
68,9.1,north carolina
69,9.9,north carolina
70,15.9,north carolina
71,21.9,north carolina
72,20.5,north carolina
73,14.9,north carolina
74,7.6,north carolina
75,6.2,north carolina
76,15.4,north carolina
77,13.5,north carolina
78,13.7,north carolina
79,7.4,north carolina
80,14.7,north carolina
81,19.6,north carolina
82,9.1,north carolina
83,11.6,north carolina
84,12.1,north carolina
85,18.8,north carolina
86,17.8,north carolina
87,18.3,north carolina
88,4.4,north carolina
89,15.3,north carolina
90,17.3,north carolina
91,17.1,north carolina
92,6.0,north carolina
93,12.0,north carolina
94,18.2,north carolina
95,6.7,north carolina
96,16.1,north carolina
97,14.0,north carolina
98,3.2,north carolina
99,18.1,north carolina
100,17.2,north carolina
101,19.4,north carolina
102,24.8,north carolina
103,6.5,north carolina
104,4.1,north carolina
105,3.3,north carolina
106,16.0,north carolina
107,14.5,north carolina
108,16.6,north carolina
109,18.1,north carolina
110,19.0,north carolina
111,19.2,north carolina
112,21.4,north carolina
113,10.4,north carolina
114,14.8,north carolina
115,9.5,north carolina
116,12.2,north carolina
117,10.6,north carolina
118,15.6,north carolina
119,13.3,north carolina
120,14.0,north carolina
1,12.2,ohio
2,16.8,ohio
3,7.6,ohio
4,15.6,ohio
5,16.8,ohio
6,3.1,ohio
7,5.3,ohio
8,21.1,ohio
9,19.8,ohio
10,36.4,ohio
11,40.3,ohio
12,18.0,ohio
13,25.0,ohio
14,14.4,ohio
15,16.0,ohio
16,4.7,ohio
17,26.4,ohio
18,12.7,ohio
19,4.4,ohio
20,15.3,ohio
21,3.9,ohio
22,12.8,ohio
23,11.5,ohio
24,5.8,ohio
25,29.4,ohio
26,25.1,ohio
27,5.3,ohio
28,7.5,ohio
29,13.7,ohio
30,9.5,ohio
31,15.8,ohio
32,27.2,ohio
33,22.9,ohio
34,27.2,ohio
35,22.6,ohio
36,10.0,ohio
37,5.1,ohio
38,5.0,ohio
39,32.7,ohio
40,14.4,ohio
41,9.0,ohio
42,10.1,ohio
43,17.5,ohio
44,32.7,ohio
45,21.5,ohio
46,17.0,ohio
47,7.1,ohio
48,7.6,ohio
49,26.8,ohio
50,10.9,ohio
51,15.1,ohio
52,4.2,ohio
53,11.5,ohio
54,8.3,ohio
55,12.5,ohio
56,19.8,ohio
57,10.9,ohio
58,29.9,ohio
59,8.8,ohio
60,11.5,ohio
61,6.5,ohio
62,5.7,ohio
63,11.4,ohio
64,17.9,ohio
65,7.4,ohio
66,14.2,ohio
67,5.2,ohio
68,8.5,ohio
69,6.9,ohio
70,9.8,ohio
71,14.5,ohio
72,15.5,ohio
73,7.8,ohio
74,13.4,ohio
75,13.4,ohio
76,6.0,ohio
77,15.1,ohio
78,17.9,ohio
79,21.7,ohio
80,8.3,ohio
81,10.3,ohio
82,12.5,ohio
83,10.6,ohio
84,9.1,ohio
85,12.4,ohio
86,15.1,ohio
87,13.0,ohio
88,13.4,ohio
89,13.4,ohio
90,26.5,ohio
91,21.1,ohio
92,18.6,ohio
93,21.4,ohio
94,20.3,ohio
95,11.7,ohio
96,17.3,ohio
97,20.6,ohio
98,11.9,ohio
99,17.9,ohio
