district,percent of tot. population in poverty,state
16,6.4,maine
17,6.5,maine
18,30.2,maine
19,11.6,maine
20,8.2,maine
21,12.7,maine
22,8.5,maine
23,7.3,maine
24,7.6,maine
25,5.4,maine
26,4.3,maine
27,4.7,maine
28,6.2,maine
29,6.7,maine
30,2.8,maine
31,12.1,maine
32,6.1,maine
33,18.5,maine
34,18.9,maine
35,15.7,maine
36,14.4,maine
37,16.1,maine
38,25.1,maine
39,22.1,maine
40,35.7,maine
41,10.2,maine
42,12.7,maine
43,12.4,maine
44,3.9,maine
45,4.2,maine
46,4.0,maine
47,5.9,maine
48,4.9,maine
49,11.0,maine
50,6.8,maine
51,11.7,maine
52,19.9,maine
53,6.7,maine
54,7.2,maine
55,7.9,maine
56,7.6,maine
57,8.2,maine
58,8.5,maine
59,8.0,maine
60,38.0,maine
61,38.8,maine
62,30.2,maine
63,9.9,maine
64,4.6,maine
65,9.6,maine
66,8.0,maine
67,17.4,maine
68,12.9,maine
69,14.2,maine
70,11.0,maine
71,18.3,maine
72,17.1,maine
73,20.4,maine
74,14.4,maine
75,7.8,maine
76,13.7,maine
77,11.4,maine
78,16.3,maine
79,10.6,maine
80,11.9,maine
81,6.3,maine
82,7.7,maine
83,20.7,maine
84,8.3,maine
85,20.1,maine
86,23.7,maine
87,13.8,maine
88,10.9,maine
89,9.6,maine
90,8.6,maine
91,16.6,maine
92,12.1,maine
93,13.3,maine
94,9.4,maine
95,13.4,maine
96,11.3,maine
97,20.3,maine
98,14.0,maine
99,19.9,maine
100,15.2,maine
101,4.2,maine
102,8.1,maine
103,5.5,maine
104,15.1,maine
105,16.0,maine
106,16.2,maine
107,22.1,maine
108,20.5,maine
109,23.4,maine
110,20.9,maine
111,12.2,maine
112,17.2,maine
113,16.9,maine
114,13.9,maine
115,20.7,maine
116,18.0,maine
117,11.2,maine
118,19.6,maine
119,20.5,maine
120,20.6,maine
121,12.5,maine
122,27.6,maine
123,35.1,maine
124,16.2,maine
125,15.8,maine
126,39.9,maine
127,27.2,maine
128,8.1,maine
129,10.5,maine
130,12.6,maine
131,10.8,maine
132,13.0,maine
133,11.4,maine
134,9.7,maine
135,8.9,maine
136,15.5,maine
137,16.5,maine
138,14.7,maine
139,17.3,maine
140,22.3,maine
141,19.6,maine
142,17.8,maine
143,12.0,maine
144,18.2,maine
145,17.9,maine
146,14.2,maine
147,23.4,maine
148,16.8,maine
149,18.2,maine
150,15.9,maine
151,17.7,maine
1st barnstable,9.3,massachusetts
2nd barnstable,10.2,massachusetts
3rd barnstable,7.4,massachusetts
4th barnstable,8.3,massachusetts
"barnstable, dukes & nantucket",8.5,massachusetts
1st berkshire,12.3,massachusetts
2nd berkshire,10.4,massachusetts
3rd berkshire,17.6,massachusetts
4th berkshire,7.7,massachusetts
1st bristol,4.8,massachusetts
2nd bristol,10.4,massachusetts
3rd bristol,12.6,massachusetts
4th bristol,4.4,massachusetts
5th bristol,8.8,massachusetts
6th bristol,20.1,massachusetts
7th bristol,24.9,massachusetts
8th bristol,8.0,massachusetts
9th bristol,12.1,massachusetts
10th bristol,11.2,massachusetts
11th bristol,18.6,massachusetts
12th bristol,7.0,massachusetts
13th bristol,23.9,massachusetts
14th bristol,5.9,massachusetts
1st essex,7.5,massachusetts
2nd essex,4.5,massachusetts
3rd essex,14.8,massachusetts
4th essex,6.0,massachusetts
5th essex,7.4,massachusetts
6th essex,7.7,massachusetts
7th essex,15.2,massachusetts
8th essex,7.8,massachusetts
9th essex,6.3,massachusetts
10th essex,18.7,massachusetts
11th essex,23.2,massachusetts
12th essex,9.2,massachusetts
13th essex,4.9,massachusetts
14th essex,11.0,massachusetts
15th essex,8.2,massachusetts
16th essex,24.8,massachusetts
17th essex,23.8,massachusetts
1st franklin,10.0,massachusetts
2nd franklin,12.5,massachusetts
1st hampden,8.1,massachusetts
2nd hampden,4.1,massachusetts
3rd hampden,8.5,massachusetts
4th hampden,9.6,massachusetts
5th hampden,28.6,massachusetts
6th hampden,15.3,massachusetts
7th hampden,9.0,massachusetts
8th hampden,14.4,massachusetts
9th hampden,21.6,massachusetts
10th hampden,46.7,massachusetts
11th hampden,29.3,massachusetts
12th hampden,8.7,massachusetts
18th essex,3.7,massachusetts
1st hampshire,12.1,massachusetts
2nd hampshire,9.3,massachusetts
3rd hampshire,30.7,massachusetts
1st middlesex,5.6,massachusetts
2nd middlesex,2.8,massachusetts
3rd middlesex,6.2,massachusetts
4th middlesex,7.2,massachusetts
5th middlesex,3.2,massachusetts
6th middlesex,7.1,massachusetts
7th middlesex,13.1,massachusetts
8th middlesex,2.9,massachusetts
9th middlesex,7.6,massachusetts
10th middlesex,11.1,massachusetts
11th middlesex,3.6,massachusetts
12th middlesex,4.8,massachusetts
13th middlesex,3.4,massachusetts
14th middlesex,4.1,massachusetts
15th middlesex,4.2,massachusetts
16th middlesex,15.6,massachusetts
17th middlesex,18.6,massachusetts
18th middlesex,24.0,massachusetts
19th middlesex,3.8,massachusetts
20th middlesex,2.1,massachusetts
21st middlesex,4.0,massachusetts
22nd middlesex,4.2,massachusetts
23rd middlesex,5.3,massachusetts
24th middlesex,7.7,massachusetts
25th middlesex,13.4,massachusetts
26th middlesex,16.2,massachusetts
27th middlesex,12.7,massachusetts
28th middlesex,14.6,massachusetts
29th middlesex,7.8,massachusetts
30th middlesex,6.5,massachusetts
31st middlesex,3.6,massachusetts
32nd middlesex,3.5,massachusetts
33rd middlesex,17.5,massachusetts
34th middlesex,15.5,massachusetts
35th middlesex,9.1,massachusetts
36th middlesex,6.2,massachusetts
37th middlesex,6.0,massachusetts
18th worcester,8.6,massachusetts
5th barnstable,5.9,massachusetts
1st norfolk,9.7,massachusetts
2nd norfolk,11.0,massachusetts
3rd norfolk,8.4,massachusetts
4th norfolk,7.7,massachusetts
5th norfolk,6.5,massachusetts
6th norfolk,8.2,massachusetts
7th norfolk,7.3,massachusetts
8th norfolk,2.8,massachusetts
9th norfolk,4.4,massachusetts
10th norfolk,4.1,massachusetts
11th norfolk,3.5,massachusetts
12th norfolk,6.9,massachusetts
13th norfolk,3.0,massachusetts
14th norfolk,3.8,massachusetts
15th norfolk,13.1,massachusetts
1st plymouth,5.5,massachusetts
2nd plymouth,6.8,massachusetts
3rd plymouth,5.2,massachusetts
4th plymouth,6.1,massachusetts
5th plymouth,5.0,massachusetts
6th plymouth,3.8,massachusetts
7th plymouth,4.6,massachusetts
8th plymouth,8.0,massachusetts
9th plymouth,24.2,massachusetts
10th plymouth,10.2,massachusetts
11th plymouth,10.4,massachusetts
12th plymouth,6.2,massachusetts
1st suffolk,19.2,massachusetts
2nd suffolk,19.5,massachusetts
3rd suffolk,16.5,massachusetts
4th suffolk,19.5,massachusetts
5th suffolk,27.2,massachusetts
6th suffolk,24.9,massachusetts
7th suffolk,39.5,massachusetts
8th suffolk,12.4,massachusetts
9th suffolk,29.1,massachusetts
10th suffolk,5.8,massachusetts
11th suffolk,25.5,massachusetts
12th suffolk,16.1,massachusetts
13th suffolk,17.4,massachusetts
14th suffolk,11.2,massachusetts
15th suffolk,25.0,massachusetts
16th suffolk,11.4,massachusetts
17th suffolk,26.0,massachusetts
18th suffolk,22.2,massachusetts
19th suffolk,13.2,massachusetts
1st worcester,4.1,massachusetts
2nd worcester,13.7,massachusetts
3rd worcester,18.5,massachusetts
4th worcester,13.7,massachusetts
5th worcester,8.9,massachusetts
6th worcester,11.1,massachusetts
7th worcester,5.8,massachusetts
8th worcester,5.7,massachusetts
9th worcester,6.4,massachusetts
10th worcester,5.9,massachusetts
11th worcester,4.1,massachusetts
12th worcester,6.1,massachusetts
13th worcester,12.9,massachusetts
14th worcester,17.7,massachusetts
15th worcester,31.9,massachusetts
16th worcester,21.1,massachusetts
17th worcester,19.7,massachusetts
1,27.1,michigan
2,30.1,michigan
3,33.7,michigan
4,48.5,michigan
5,43.1,michigan
6,39.9,michigan
7,36.9,michigan
8,35.1,michigan
9,42.6,michigan
10,24.1,michigan
11,19.7,michigan
12,20.0,michigan
13,13.3,michigan
14,18.1,michigan
15,27.3,michigan
16,15.9,michigan
17,13.7,michigan
18,12.7,michigan
19,5.6,michigan
20,5.4,michigan
21,6.2,michigan
22,17.3,michigan
23,8.0,michigan
24,9.3,michigan
25,11.3,michigan
26,10.8,michigan
27,14.6,michigan
28,22.5,michigan
29,27.1,michigan
30,11.7,michigan
31,14.3,michigan
32,7.9,michigan
33,5.2,michigan
34,42.7,michigan
35,12.4,michigan
36,8.0,michigan
37,8.3,michigan
38,5.7,michigan
39,8.5,michigan
40,4.3,michigan
41,6.1,michigan
42,5.1,michigan
43,9.6,michigan
44,6.8,michigan
45,5.0,michigan
46,6.4,michigan
47,6.8,michigan
48,13.5,michigan
49,25.6,michigan
50,14.0,michigan
51,8.4,michigan
52,5.5,michigan
53,25.2,michigan
54,19.5,michigan
55,11.7,michigan
56,8.4,michigan
57,14.6,michigan
58,18.3,michigan
59,17.1,michigan
60,29.2,michigan
61,10.8,michigan
62,19.8,michigan
63,11.8,michigan
64,20.3,michigan
65,12.0,michigan
66,16.0,michigan
67,14.2,michigan
68,28.3,michigan
69,24.4,michigan
70,18.4,michigan
71,11.2,michigan
72,12.2,michigan
73,6.4,michigan
74,12.7,michigan
75,33.3,michigan
76,16.6,michigan
77,14.2,michigan
78,15.2,michigan
79,18.4,michigan
80,12.5,michigan
81,11.1,michigan
82,10.3,michigan
83,19.6,michigan
84,15.1,michigan
85,13.3,michigan
86,9.2,michigan
87,9.2,michigan
88,11.2,michigan
89,6.8,michigan
90,11.8,michigan
91,13.0,michigan
92,26.7,michigan
93,12.3,michigan
94,8.2,michigan
95,30.0,michigan
96,17.0,michigan
97,22.0,michigan
98,11.8,michigan
99,25.2,michigan
100,19.9,michigan
101,13.4,michigan
102,21.0,michigan
103,18.0,michigan
104,9.8,michigan
105,14.1,michigan
106,15.7,michigan
107,15.5,michigan
108,15.6,michigan
109,17.4,michigan
110,19.5,michigan
1a,8.7,minnesota
1b,12.2,minnesota
2a,15.3,minnesota
2b,14.4,minnesota
3a,13.2,minnesota
3b,9.0,minnesota
4a,14.6,minnesota
4b,9.9,minnesota
5a,19.9,minnesota
5b,13.4,minnesota
6a,14.4,minnesota
6b,12.9,minnesota
7a,21.6,minnesota
7b,20.6,minnesota
8a,9.5,minnesota
8b,10.1,minnesota
9a,13.2,minnesota
9b,11.9,minnesota
10a,10.3,minnesota
10b,11.5,minnesota
11a,13.1,minnesota
11b,13.8,minnesota
12a,11.5,minnesota
12b,8.3,minnesota
13a,11.6,minnesota
13b,8.9,minnesota
14a,17.8,minnesota
14b,24.9,minnesota
15a,10.0,minnesota
15b,4.6,minnesota
16a,12.4,minnesota
16b,9.0,minnesota
17a,10.4,minnesota
17b,11.7,minnesota
18a,7.8,minnesota
18b,10.1,minnesota
19a,11.4,minnesota
19b,24.1,minnesota
20a,6.4,minnesota
20b,8.4,minnesota
21a,11.2,minnesota
21b,8.1,minnesota
22a,11.0,minnesota
22b,14.5,minnesota
23a,11.3,minnesota
23b,9.5,minnesota
24a,9.0,minnesota
24b,13.0,minnesota
25a,4.6,minnesota
25b,11.7,minnesota
26a,14.4,minnesota
26b,4.9,minnesota
27a,11.5,minnesota
27b,13.8,minnesota
28a,15.7,minnesota
28b,11.2,minnesota
29a,6.7,minnesota
29b,7.9,minnesota
30a,7.7,minnesota
30b,1.7,minnesota
31a,5.8,minnesota
31b,4.3,minnesota
32a,8.0,minnesota
32b,5.3,minnesota
33a,4.9,minnesota
33b,4.8,minnesota
34a,3.7,minnesota
34b,5.4,minnesota
35a,6.8,minnesota
35b,4.3,minnesota
36a,6.0,minnesota
36b,6.2,minnesota
37a,9.2,minnesota
37b,5.0,minnesota
38a,4.3,minnesota
38b,4.7,minnesota
39a,5.6,minnesota
39b,6.3,minnesota
40a,15.5,minnesota
40b,16.4,minnesota
41a,10.7,minnesota
41b,14.6,minnesota
42a,6.2,minnesota
42b,7.3,minnesota
43a,7.7,minnesota
43b,9.2,minnesota
44a,3.4,minnesota
44b,5.5,minnesota
45a,9.9,minnesota
45b,9.9,minnesota
46a,7.5,minnesota
46b,9.7,minnesota
47a,3.9,minnesota
47b,4.3,minnesota
48a,5.0,minnesota
48b,3.4,minnesota
49a,4.7,minnesota
49b,4.4,minnesota
50a,11.4,minnesota
50b,9.1,minnesota
51a,9.9,minnesota
51b,4.9,minnesota
52a,9.3,minnesota
52b,8.3,minnesota
53a,6.8,minnesota
53b,2.3,minnesota
54a,8.2,minnesota
54b,6.0,minnesota
55a,7.4,minnesota
55b,5.2,minnesota
56a,5.8,minnesota
56b,10.0,minnesota
57a,6.2,minnesota
57b,6.1,minnesota
58a,4.0,minnesota
58b,3.6,minnesota
59a,28.2,minnesota
59b,28.8,minnesota
60a,19.1,minnesota
60b,47.0,minnesota
61a,10.9,minnesota
61b,7.4,minnesota
62a,32.9,minnesota
62b,18.9,minnesota
63a,10.7,minnesota
63b,8.7,minnesota
64a,14.5,minnesota
64b,8.6,minnesota
65a,29.7,minnesota
65b,25.1,minnesota
66a,13.2,minnesota
66b,26.3,minnesota
67a,25.5,minnesota
67b,22.4,minnesota
1,20.8,missouri
2,16.2,missouri
3,23.5,missouri
4,16.0,missouri
5,16.8,missouri
6,18.7,missouri
7,18.8,missouri
8,9.7,missouri
9,11.1,missouri
10,25.2,missouri
11,13.3,missouri
12,5.8,missouri
13,3.8,missouri
14,10.7,missouri
15,14.6,missouri
16,4.3,missouri
17,9.2,missouri
18,13.8,missouri
19,33.9,missouri
20,16.5,missouri
21,20.7,missouri
22,31.4,missouri
23,43.3,missouri
24,20.1,missouri
25,7.1,missouri
26,26.9,missouri
27,24.6,missouri
28,17.4,missouri
29,11.0,missouri
30,6.0,missouri
31,11.1,missouri
32,6.5,missouri
33,10.6,missouri
34,4.5,missouri
35,9.4,missouri
36,17.4,missouri
37,13.2,missouri
38,7.3,missouri
39,17.4,missouri
40,14.5,missouri
41,13.3,missouri
42,15.3,missouri
43,15.8,missouri
44,16.4,missouri
45,29.0,missouri
46,25.5,missouri
47,9.7,missouri
48,14.8,missouri
49,13.3,missouri
50,14.0,missouri
51,14.7,missouri
52,16.8,missouri
53,12.1,missouri
54,19.9,missouri
55,6.9,missouri
56,10.5,missouri
57,19.1,missouri
58,24.6,missouri
59,10.1,missouri
60,16.3,missouri
61,8.1,missouri
62,13.2,missouri
63,7.0,missouri
64,9.0,missouri
65,12.4,missouri
66,24.5,missouri
67,10.4,missouri
68,7.8,missouri
69,9.7,missouri
70,8.7,missouri
71,11.2,missouri
72,15.8,missouri
73,19.9,missouri
74,21.3,missouri
75,23.7,missouri
76,34.1,missouri
77,30.2,missouri
78,37.2,missouri
79,32.6,missouri
80,19.6,missouri
81,28.3,missouri
82,12.1,missouri
83,9.2,missouri
84,26.7,missouri
85,22.6,missouri
86,21.8,missouri
87,9.0,missouri
88,4.2,missouri
89,3.4,missouri
90,4.0,missouri
91,5.4,missouri
92,8.5,missouri
93,13.2,missouri
94,8.1,missouri
95,4.7,missouri
96,3.4,missouri
97,9.7,missouri
98,3.1,missouri
99,5.7,missouri
100,2.4,missouri
101,5.7,missouri
102,2.3,missouri
103,5.0,missouri
104,3.9,missouri
105,3.6,missouri
106,9.9,missouri
107,8.0,missouri
108,5.4,missouri
109,11.4,missouri
110,5.0,missouri
111,10.4,missouri
112,7.8,missouri
113,9.4,missouri
114,13.4,missouri
115,13.7,missouri
116,12.9,missouri
117,18.5,missouri
118,18.2,missouri
119,16.2,missouri
120,18.8,missouri
121,24.8,missouri
122,13.0,missouri
123,18.7,missouri
124,13.9,missouri
125,23.6,missouri
126,17.0,missouri
127,18.9,missouri
128,17.6,missouri
129,20.3,missouri
130,10.8,missouri
131,23.7,missouri
132,42.1,missouri
133,13.8,missouri
134,19.1,missouri
135,20.7,missouri
136,10.8,missouri
137,11.1,missouri
138,13.0,missouri
139,11.6,missouri
140,10.6,missouri
141,24.4,missouri
142,23.4,missouri
143,23.8,missouri
144,20.3,missouri
145,15.2,missouri
146,11.6,missouri
147,24.3,missouri
148,21.3,missouri
149,27.2,missouri
150,29.0,missouri
151,16.3,missouri
152,23.3,missouri
153,20.7,missouri
154,22.7,missouri
155,21.9,missouri
156,17.2,missouri
157,18.3,missouri
158,21.8,missouri
159,18.7,missouri
160,14.8,missouri
161,18.6,missouri
162,14.9,missouri
163,20.0,missouri
1,20.1,montana
2,16.1,montana
3,20.4,montana
4,9.4,montana
5,10.7,montana
6,9.3,montana
7,16.4,montana
8,20.2,montana
9,11.2,montana
10,10.3,montana
11,13.7,montana
12,15.6,montana
13,16.8,montana
14,22.1,montana
15,32.8,montana
16,36.3,montana
17,11.2,montana
18,18.3,montana
19,11.2,montana
20,3.5,montana
21,11.9,montana
22,20.6,montana
23,20.5,montana
24,19.5,montana
25,17.6,montana
26,15.1,montana
27,14.6,montana
28,19.6,montana
29,14.5,montana
30,14.7,montana
31,29.4,montana
32,32.2,montana
33,16.8,montana
34,8.0,montana
35,8.6,montana
36,15.0,montana
37,9.6,montana
38,12.1,montana
39,11.9,montana
40,13.7,montana
41,27.1,montana
42,27.5,montana
43,9.3,montana
44,12.3,montana
45,5.2,montana
46,7.8,montana
47,17.4,montana
48,14.8,montana
49,14.5,montana
50,9.1,montana
51,19.4,montana
52,12.2,montana
53,2.3,montana
54,8.4,montana
55,7.4,montana
56,7.1,montana
57,7.4,montana
58,10.8,montana
59,11.1,montana
60,12.7,montana
61,9.8,montana
62,17.9,montana
63,27.1,montana
64,8.5,montana
65,16.9,montana
66,17.0,montana
67,10.3,montana
68,10.0,montana
69,6.8,montana
70,7.5,montana
71,12.0,montana
72,16.3,montana
73,18.5,montana
74,31.8,montana
75,7.3,montana
76,8.6,montana
77,18.5,montana
78,17.6,montana
79,12.2,montana
80,8.0,montana
81,15.0,montana
82,17.1,montana
83,12.9,montana
84,10.1,montana
85,12.4,montana
86,25.2,montana
87,22.2,montana
88,10.0,montana
89,10.4,montana
90,17.0,montana
91,19.2,montana
92,14.1,montana
93,22.6,montana
94,14.3,montana
95,30.1,montana
96,10.7,montana
97,6.1,montana
98,20.7,montana
99,9.7,montana
100,25.1,montana
1,8.0,nevada
2,6.7,nevada
3,21.0,nevada
4,9.8,nevada
5,13.6,nevada
6,34.0,nevada
7,16.4,nevada
8,11.9,nevada
9,9.0,nevada
10,25.0,nevada
11,32.6,nevada
12,14.2,nevada
13,6.2,nevada
14,22.1,nevada
15,26.3,nevada
16,28.8,nevada
17,13.3,nevada
18,13.9,nevada
19,15.0,nevada
20,17.1,nevada
21,7.4,nevada
22,7.8,nevada
23,8.2,nevada
24,31.5,nevada
25,9.0,nevada
26,8.5,nevada
27,17.4,nevada
28,31.3,nevada
29,10.5,nevada
30,18.5,nevada
31,9.4,nevada
32,12.9,nevada
33,10.9,nevada
34,14.4,nevada
35,6.5,nevada
36,14.6,nevada
37,8.2,nevada
38,15.2,nevada
39,12.0,nevada
40,14.8,nevada
41,9.2,nevada
42,17.3,nevada
1,14.0,new mexico
2,21.2,new mexico
3,13.8,new mexico
4,24.3,new mexico
5,34.5,new mexico
6,36.0,new mexico
7,28.9,new mexico
8,17.5,new mexico
9,39.2,new mexico
10,24.1,new mexico
11,28.3,new mexico
12,25.8,new mexico
13,20.0,new mexico
14,29.2,new mexico
15,11.9,new mexico
16,16.3,new mexico
17,20.6,new mexico
18,30.9,new mexico
19,29.4,new mexico
20,20.8,new mexico
21,36.6,new mexico
22,6.8,new mexico
23,12.3,new mexico
24,17.8,new mexico
25,14.8,new mexico
26,19.8,new mexico
27,9.2,new mexico
28,11.9,new mexico
29,9.1,new mexico
30,17.0,new mexico
31,4.6,new mexico
32,29.1,new mexico
33,31.4,new mexico
34,30.6,new mexico
35,28.3,new mexico
36,20.9,new mexico
37,14.7,new mexico
38,19.5,new mexico
39,26.1,new mexico
40,20.8,new mexico
41,24.8,new mexico
42,21.5,new mexico
43,10.9,new mexico
44,7.7,new mexico
45,16.8,new mexico
46,17.9,new mexico
47,10.2,new mexico
48,19.9,new mexico
49,23.8,new mexico
50,17.8,new mexico
51,21.2,new mexico
52,38.5,new mexico
53,35.3,new mexico
54,16.2,new mexico
55,11.8,new mexico
56,21.5,new mexico
57,14.7,new mexico
58,28.7,new mexico
59,17.4,new mexico
60,12.2,new mexico
61,19.4,new mexico
62,13.1,new mexico
63,29.7,new mexico
64,16.3,new mexico
65,29.7,new mexico
66,17.3,new mexico
67,19.5,new mexico
68,9.3,new mexico
69,32.4,new mexico
70,32.5,new mexico
1,8.3,new york
2,6.7,new york
3,11.0,new york
4,5.9,new york
5,5.7,new york
6,11.6,new york
7,6.7,new york
8,3.8,new york
9,4.8,new york
10,7.8,new york
11,7.9,new york
12,5.1,new york
13,7.4,new york
14,2.9,new york
15,4.2,new york
16,4.2,new york
17,3.8,new york
18,15.1,new york
19,4.5,new york
20,6.9,new york
21,5.8,new york
22,5.9,new york
23,13.2,new york
24,14.3,new york
25,12.9,new york
26,6.6,new york
27,13.7,new york
28,11.0,new york
29,11.0,new york
30,12.3,new york
31,18.3,new york
32,16.3,new york
33,8.9,new york
34,18.1,new york
35,18.6,new york
36,11.8,new york
37,18.1,new york
38,15.2,new york
39,21.8,new york
40,21.6,new york
41,13.5,new york
42,18.5,new york
43,20.8,new york
44,20.0,new york
45,20.6,new york
46,19.7,new york
47,17.8,new york
48,33.3,new york
49,25.2,new york
50,29.0,new york
51,30.1,new york
52,8.9,new york
53,27.7,new york
54,27.2,new york
55,37.3,new york
56,29.2,new york
57,21.3,new york
58,15.7,new york
59,10.7,new york
60,31.6,new york
61,22.6,new york
62,7.5,new york
63,11.6,new york
64,10.6,new york
65,20.4,new york
66,7.4,new york
67,8.5,new york
68,32.0,new york
69,16.0,new york
70,28.0,new york
71,25.7,new york
72,26.2,new york
73,5.7,new york
74,18.5,new york
75,12.4,new york
76,6.5,new york
77,38.4,new york
78,35.2,new york
79,40.6,new york
80,22.8,new york
81,17.0,new york
82,12.4,new york
83,20.3,new york
84,43.4,new york
85,35.3,new york
86,40.4,new york
87,29.7,new york
88,6.6,new york
89,18.3,new york
90,15.2,new york
91,10.2,new york
92,6.1,new york
93,6.4,new york
94,4.0,new york
95,7.9,new york
96,7.4,new york
97,17.6,new york
98,22.2,new york
99,5.7,new york
100,15.7,new york
101,12.3,new york
102,12.7,new york
103,12.5,new york
104,16.9,new york
105,6.2,new york
106,10.6,new york
107,8.6,new york
108,23.2,new york
109,9.9,new york
110,7.6,new york
111,17.7,new york
112,6.1,new york
113,7.7,new york
114,11.2,new york
115,17.3,new york
116,18.3,new york
117,14.1,new york
118,13.7,new york
119,21.7,new york
120,16.5,new york
121,13.6,new york
122,13.6,new york
123,20.5,new york
124,14.3,new york
125,19.1,new york
126,10.2,new york
127,7.5,new york
128,19.7,new york
129,24.5,new york
130,11.7,new york
131,10.7,new york
132,13.7,new york
133,11.7,new york
134,7.4,new york
135,6.3,new york
136,13.8,new york
137,33.8,new york
138,17.9,new york
139,13.2,new york
140,13.7,new york
141,33.3,new york
142,11.4,new york
143,8.8,new york
144,8.9,new york
145,14.9,new york
146,9.7,new york
147,8.6,new york
148,17.4,new york
149,21.5,new york
150,19.4,new york
1,14.2,north carolina
2,15.6,north carolina
3,14.6,north carolina
4,21.4,north carolina
5,21.2,north carolina
6,13.6,north carolina
7,22.9,north carolina
8,14.3,north carolina
9,22.1,north carolina
10,15.4,north carolina
11,18.7,north carolina
12,25.6,north carolina
13,14.4,north carolina
14,13.4,north carolina
15,14.2,north carolina
16,17.3,north carolina
17,13.9,north carolina
18,27.2,north carolina
19,14.3,north carolina
20,11.6,north carolina
21,30.4,north carolina
22,24.5,north carolina
23,24.0,north carolina
24,36.0,north carolina
25,11.8,north carolina
26,10.3,north carolina
27,27.3,north carolina
28,18.5,north carolina
29,23.0,north carolina
30,13.1,north carolina
31,19.5,north carolina
32,25.3,north carolina
33,23.5,north carolina
34,12.8,north carolina
35,8.2,north carolina
36,6.2,north carolina
37,7.9,north carolina
38,21.2,north carolina
39,9.1,north carolina
40,5.2,north carolina
41,2.9,north carolina
42,18.9,north carolina
43,22.8,north carolina
44,16.6,north carolina
45,12.2,north carolina
46,23.1,north carolina
47,30.9,north carolina
48,35.8,north carolina
49,4.8,north carolina
50,8.2,north carolina
51,15.0,north carolina
52,13.6,north carolina
53,18.9,north carolina
54,16.9,north carolina
55,14.9,north carolina
56,18.5,north carolina
57,24.0,north carolina
58,26.0,north carolina
59,8.6,north carolina
60,27.2,north carolina
61,14.6,north carolina
62,6.4,north carolina
63,17.0,north carolina
64,20.0,north carolina
65,19.7,north carolina
66,19.8,north carolina
67,18.2,north carolina
68,7.9,north carolina
69,10.7,north carolina
70,17.3,north carolina
71,35.7,north carolina
72,27.4,north carolina
73,18.5,north carolina
74,12.1,north carolina
75,9.5,north carolina
76,16.0,north carolina
77,17.3,north carolina
78,17.2,north carolina
79,12.1,north carolina
80,14.6,north carolina
81,17.9,north carolina
82,9.9,north carolina
83,14.5,north carolina
84,15.2,north carolina
85,19.0,north carolina
86,20.0,north carolina
87,17.6,north carolina
88,9.3,north carolina
89,14.6,north carolina
90,17.7,north carolina
91,17.6,north carolina
92,6.3,north carolina
93,27.2,north carolina
94,20.9,north carolina
95,11.6,north carolina
96,17.2,north carolina
97,15.1,north carolina
98,4.6,north carolina
99,20.4,north carolina
100,22.3,north carolina
101,17.1,north carolina
102,28.1,north carolina
103,9.5,north carolina
104,6.8,north carolina
105,4.9,north carolina
106,23.3,north carolina
107,17.1,north carolina
108,14.4,north carolina
109,18.7,north carolina
110,19.3,north carolina
111,21.0,north carolina
112,19.3,north carolina
113,13.0,north carolina
114,17.5,north carolina
115,12.5,north carolina
116,14.4,north carolina
117,14.2,north carolina
118,17.7,north carolina
119,21.3,north carolina
120,18.6,north carolina
1,12.7,ohio
2,16.5,ohio
3,13.7,ohio
4,16.1,ohio
5,15.8,ohio
6,4.4,ohio
7,5.5,ohio
8,19.8,ohio
9,21.1,ohio
10,39.0,ohio
11,39.8,ohio
12,16.7,ohio
13,25.6,ohio
14,14.1,ohio
15,14.2,ohio
16,5.8,ohio
17,27.0,ohio
18,30.7,ohio
19,6.0,ohio
20,12.6,ohio
21,5.4,ohio
22,17.4,ohio
23,13.2,ohio
24,6.7,ohio
25,30.0,ohio
26,24.5,ohio
27,7.3,ohio
28,10.4,ohio
29,13.9,ohio
30,11.2,ohio
31,26.6,ohio
32,32.5,ohio
33,23.3,ohio
34,26.1,ohio
35,22.8,ohio
36,10.4,ohio
37,5.4,ohio
38,5.5,ohio
39,38.0,ohio
40,14.1,ohio
41,11.6,ohio
42,11.7,ohio
43,18.0,ohio
44,35.1,ohio
45,20.9,ohio
46,17.5,ohio
47,7.9,ohio
48,8.0,ohio
49,26.1,ohio
50,9.7,ohio
51,15.3,ohio
52,6.6,ohio
53,16.3,ohio
54,8.6,ohio
55,13.0,ohio
56,19.6,ohio
57,9.0,ohio
58,27.6,ohio
59,8.6,ohio
60,10.0,ohio
61,7.0,ohio
62,6.5,ohio
63,14.5,ohio
64,20.3,ohio
65,8.9,ohio
66,14.5,ohio
67,5.6,ohio
68,9.3,ohio
69,6.6,ohio
70,11.3,ohio
71,14.2,ohio
72,13.8,ohio
73,10.9,ohio
74,13.0,ohio
75,17.0,ohio
76,7.3,ohio
77,11.1,ohio
78,14.3,ohio
79,19.7,ohio
80,10.9,ohio
81,10.6,ohio
82,12.1,ohio
83,13.8,ohio
84,9.3,ohio
85,12.6,ohio
86,13.1,ohio
87,12.9,ohio
88,14.5,ohio
89,12.2,ohio
90,23.7,ohio
91,19.1,ohio
92,16.8,ohio
93,20.3,ohio
94,25.9,ohio
95,12.6,ohio
96,17.9,ohio
97,18.4,ohio
98,13.2,ohio
