district,average family size,state
38,2.79,maine
39,2.59,maine
40,3.03,maine
41,3.04,maine
42,3.07,maine
43,2.92,maine
44,2.94,maine
45,3.13,maine
46,2.94,maine
47,3.0,maine
48,2.74,maine
49,2.95,maine
50,3.0,maine
51,2.61,maine
52,2.73,maine
53,2.56,maine
54,2.77,maine
55,2.58,maine
56,2.84,maine
57,2.73,maine
58,2.65,maine
59,2.73,maine
60,2.87,maine
61,3.3,maine
62,2.78,maine
63,2.67,maine
64,3.08,maine
65,3.18,maine
66,2.66,maine
67,2.51,maine
68,2.79,maine
69,2.58,maine
70,3.34,maine
71,2.9,maine
72,2.94,maine
73,3.21,maine
74,2.9,maine
75,2.86,maine
76,2.73,maine
77,2.67,maine
78,2.97,maine
79,2.93,maine
80,2.75,maine
81,2.92,maine
82,2.9,maine
83,2.97,maine
84,3.11,maine
85,2.69,maine
86,2.71,maine
87,2.67,maine
88,2.81,maine
89,2.57,maine
90,2.57,maine
91,2.7,maine
92,2.45,maine
93,2.75,maine
94,2.86,maine
95,2.9,maine
96,2.7,maine
97,2.39,maine
98,2.7,maine
99,3.02,maine
100,2.82,maine
101,2.99,maine
102,2.87,maine
103,2.78,maine
104,2.8,maine
105,3.05,maine
106,2.86,maine
107,2.68,maine
108,2.7,maine
109,2.72,maine
110,2.71,maine
111,2.6,maine
112,2.78,maine
113,2.74,maine
114,3.16,maine
115,3.08,maine
116,3.12,maine
117,2.77,maine
118,2.68,maine
119,2.68,maine
120,2.91,maine
121,2.86,maine
122,2.75,maine
123,2.61,maine
124,2.81,maine
125,2.75,maine
126,2.99,maine
127,2.65,maine
128,2.95,maine
129,2.93,maine
130,2.99,maine
131,2.58,maine
132,2.87,maine
133,2.62,maine
134,2.6,maine
135,2.66,maine
136,2.7,maine
137,2.93,maine
138,2.87,maine
139,2.64,maine
140,2.53,maine
141,2.68,maine
142,2.65,maine
143,2.57,maine
144,2.96,maine
145,2.92,maine
146,2.81,maine
147,2.63,maine
148,2.93,maine
149,2.7,maine
150,2.58,maine
151,2.67,maine
1st barnstable,2.62,massachusetts
2nd barnstable,2.81,massachusetts
3rd barnstable,2.79,massachusetts
4th barnstable,2.6,massachusetts
"barnstable, dukes & nantucket",2.95,massachusetts
1st berkshire,2.77,massachusetts
2nd berkshire,2.71,massachusetts
3rd berkshire,2.84,massachusetts
4th berkshire,2.8,massachusetts
1st bristol,3.15,massachusetts
2nd bristol,3.15,massachusetts
3rd bristol,3.13,massachusetts
4th bristol,3.04,massachusetts
5th bristol,2.97,massachusetts
6th bristol,2.83,massachusetts
7th bristol,2.98,massachusetts
8th bristol,2.94,massachusetts
9th bristol,2.94,massachusetts
10th bristol,3.03,massachusetts
11th bristol,3.01,massachusetts
12th bristol,3.23,massachusetts
13th bristol,3.09,massachusetts
14th bristol,3.17,massachusetts
1st essex,2.97,massachusetts
2nd essex,3.05,massachusetts
3rd essex,3.17,massachusetts
4th essex,3.15,massachusetts
5th essex,2.82,massachusetts
6th essex,3.02,massachusetts
7th essex,2.91,massachusetts
8th essex,3.0,massachusetts
9th essex,3.17,massachusetts
10th essex,3.62,massachusetts
11th essex,3.34,massachusetts
12th essex,3.02,massachusetts
13th essex,3.14,massachusetts
14th essex,3.27,massachusetts
15th essex,3.19,massachusetts
16th essex,3.56,massachusetts
17th essex,3.5,massachusetts
1st franklin,2.79,massachusetts
2nd franklin,3.09,massachusetts
1st hampden,3.02,massachusetts
2nd hampden,3.09,massachusetts
3rd hampden,2.97,massachusetts
4th hampden,3.05,massachusetts
5th hampden,3.18,massachusetts
6th hampden,3.13,massachusetts
7th hampden,2.96,massachusetts
8th hampden,2.91,massachusetts
9th hampden,3.13,massachusetts
10th hampden,3.45,massachusetts
11th hampden,3.58,massachusetts
12th hampden,3.15,massachusetts
18th essex,3.19,massachusetts
1st hampshire,2.86,massachusetts
2nd hampshire,2.7,massachusetts
3rd hampshire,2.92,massachusetts
1st middlesex,3.11,massachusetts
2nd middlesex,3.15,massachusetts
3rd middlesex,3.13,massachusetts
4th middlesex,3.1,massachusetts
5th middlesex,3.05,massachusetts
6th middlesex,2.94,massachusetts
7th middlesex,3.05,massachusetts
8th middlesex,3.15,massachusetts
9th middlesex,3.05,massachusetts
10th middlesex,3.01,massachusetts
11th middlesex,3.1,massachusetts
12th middlesex,3.03,massachusetts
13th middlesex,3.19,massachusetts
14th middlesex,3.25,massachusetts
15th middlesex,3.12,massachusetts
16th middlesex,3.15,massachusetts
17th middlesex,3.32,massachusetts
18th middlesex,3.38,massachusetts
19th middlesex,3.22,massachusetts
20th middlesex,3.18,massachusetts
21st middlesex,3.16,massachusetts
22nd middlesex,3.09,massachusetts
23rd middlesex,2.97,massachusetts
24th middlesex,3.07,massachusetts
25th middlesex,2.74,massachusetts
26th middlesex,2.85,massachusetts
27th middlesex,2.86,massachusetts
28th middlesex,3.4,massachusetts
29th middlesex,2.82,massachusetts
30th middlesex,3.13,massachusetts
31st middlesex,3.16,massachusetts
32nd middlesex,3.07,massachusetts
33rd middlesex,3.14,massachusetts
34th middlesex,2.96,massachusetts
35th middlesex,2.97,massachusetts
36th middlesex,3.29,massachusetts
37th middlesex,3.11,massachusetts
18th worcester,3.15,massachusetts
5th barnstable,2.96,massachusetts
1st norfolk,3.25,massachusetts
2nd norfolk,3.02,massachusetts
3rd norfolk,3.11,massachusetts
4th norfolk,2.88,massachusetts
5th norfolk,3.23,massachusetts
6th norfolk,3.12,massachusetts
7th norfolk,3.3,massachusetts
8th norfolk,3.19,massachusetts
9th norfolk,3.17,massachusetts
10th norfolk,3.13,massachusetts
11th norfolk,3.19,massachusetts
12th norfolk,3.09,massachusetts
13th norfolk,3.23,massachusetts
14th norfolk,3.28,massachusetts
15th norfolk,2.95,massachusetts
1st plymouth,2.87,massachusetts
2nd plymouth,2.9,massachusetts
3rd plymouth,3.15,massachusetts
4th plymouth,3.07,massachusetts
5th plymouth,3.39,massachusetts
6th plymouth,3.28,massachusetts
7th plymouth,3.23,massachusetts
8th plymouth,3.15,massachusetts
9th plymouth,3.66,massachusetts
10th plymouth,3.37,massachusetts
11th plymouth,3.26,massachusetts
12th plymouth,3.01,massachusetts
1st suffolk,3.33,massachusetts
2nd suffolk,3.46,massachusetts
3rd suffolk,2.52,massachusetts
4th suffolk,2.84,massachusetts
5th suffolk,3.63,massachusetts
6th suffolk,3.65,massachusetts
7th suffolk,2.98,massachusetts
8th suffolk,2.55,massachusetts
9th suffolk,2.79,massachusetts
10th suffolk,3.06,massachusetts
11th suffolk,3.12,massachusetts
12th suffolk,3.34,massachusetts
13th suffolk,3.35,massachusetts
14th suffolk,3.3,massachusetts
15th suffolk,2.97,massachusetts
16th suffolk,3.59,massachusetts
17th suffolk,2.82,massachusetts
18th suffolk,2.76,massachusetts
19th suffolk,3.37,massachusetts
1st worcester,3.19,massachusetts
2nd worcester,2.89,massachusetts
3rd worcester,3.09,massachusetts
4th worcester,3.09,massachusetts
5th worcester,2.99,massachusetts
6th worcester,3.13,massachusetts
7th worcester,3.18,massachusetts
8th worcester,3.07,massachusetts
9th worcester,3.12,massachusetts
10th worcester,3.17,massachusetts
11th worcester,3.26,massachusetts
12th worcester,3.03,massachusetts
13th worcester,3.05,massachusetts
14th worcester,3.15,massachusetts
15th worcester,3.18,massachusetts
16th worcester,3.16,massachusetts
17th worcester,3.11,massachusetts
1,3.34,michigan
2,3.26,michigan
3,3.32,michigan
4,3.74,michigan
5,3.83,michigan
6,3.35,michigan
7,3.44,michigan
8,3.35,michigan
9,3.69,michigan
10,3.2,michigan
11,3.24,michigan
12,3.05,michigan
13,3.1,michigan
14,3.19,michigan
15,3.76,michigan
16,3.12,michigan
17,3.02,michigan
18,2.99,michigan
19,3.0,michigan
20,2.98,michigan
21,3.11,michigan
22,3.04,michigan
23,3.03,michigan
24,3.0,michigan
25,3.1,michigan
26,2.92,michigan
27,3.07,michigan
28,3.23,michigan
29,3.31,michigan
30,3.26,michigan
31,2.91,michigan
32,3.02,michigan
33,3.33,michigan
34,2.98,michigan
35,3.09,michigan
36,3.01,michigan
37,3.0,michigan
38,3.15,michigan
39,3.18,michigan
40,3.12,michigan
41,3.13,michigan
42,2.98,michigan
43,3.06,michigan
44,3.06,michigan
45,3.06,michigan
46,3.19,michigan
47,3.15,michigan
48,2.86,michigan
49,2.92,michigan
50,2.87,michigan
51,2.92,michigan
52,3.08,michigan
53,2.83,michigan
54,3.26,michigan
55,3.06,michigan
56,2.97,michigan
57,2.91,michigan
58,2.96,michigan
59,2.91,michigan
60,3.02,michigan
61,3.07,michigan
62,3.08,michigan
63,3.01,michigan
64,3.07,michigan
65,2.91,michigan
66,2.92,michigan
67,3.07,michigan
68,3.29,michigan
69,2.97,michigan
70,2.95,michigan
71,2.91,michigan
72,3.17,michigan
73,3.08,michigan
74,3.04,michigan
75,3.39,michigan
76,3.05,michigan
77,3.27,michigan
78,2.91,michigan
79,2.97,michigan
80,3.06,michigan
81,2.85,michigan
82,2.95,michigan
83,2.81,michigan
84,2.84,michigan
85,2.94,michigan
86,3.1,michigan
87,3.02,michigan
88,3.22,michigan
89,2.93,michigan
90,3.24,michigan
91,2.99,michigan
92,3.08,michigan
93,3.03,michigan
94,2.8,michigan
95,3.08,michigan
96,2.87,michigan
97,2.88,michigan
98,2.88,michigan
99,2.97,michigan
100,2.97,michigan
101,2.88,michigan
102,2.98,michigan
103,2.72,michigan
104,2.95,michigan
105,2.71,michigan
106,2.66,michigan
107,2.81,michigan
108,2.68,michigan
109,2.88,michigan
110,2.82,michigan
1a,2.93,minnesota
1b,3.09,minnesota
2a,3.15,minnesota
2b,3.02,minnesota
3a,2.58,minnesota
3b,2.82,minnesota
4a,3.06,minnesota
4b,2.99,minnesota
5a,2.89,minnesota
5b,2.68,minnesota
6a,2.84,minnesota
6b,2.71,minnesota
7a,2.86,minnesota
7b,2.86,minnesota
8a,2.82,minnesota
8b,2.76,minnesota
9a,2.87,minnesota
9b,2.9,minnesota
10a,2.85,minnesota
10b,2.71,minnesota
11a,2.87,minnesota
11b,3.0,minnesota
12a,2.84,minnesota
12b,3.04,minnesota
13a,3.08,minnesota
13b,3.13,minnesota
14a,3.12,minnesota
14b,2.89,minnesota
15a,3.05,minnesota
15b,3.19,minnesota
16a,2.9,minnesota
16b,2.84,minnesota
17a,2.83,minnesota
17b,2.98,minnesota
18a,3.02,minnesota
18b,3.12,minnesota
19a,2.94,minnesota
19b,2.84,minnesota
20a,3.11,minnesota
20b,3.06,minnesota
21a,2.87,minnesota
21b,2.92,minnesota
22a,2.83,minnesota
22b,3.08,minnesota
23a,2.73,minnesota
23b,2.95,minnesota
24a,2.97,minnesota
24b,3.0,minnesota
25a,3.09,minnesota
25b,2.93,minnesota
26a,3.03,minnesota
26b,2.91,minnesota
27a,2.85,minnesota
27b,3.03,minnesota
28a,3.01,minnesota
28b,2.81,minnesota
29a,3.23,minnesota
29b,3.15,minnesota
30a,3.29,minnesota
30b,3.33,minnesota
31a,3.24,minnesota
31b,3.09,minnesota
32a,3.07,minnesota
32b,3.07,minnesota
33a,3.11,minnesota
33b,2.89,minnesota
34a,3.15,minnesota
34b,3.01,minnesota
35a,3.16,minnesota
35b,3.21,minnesota
36a,3.07,minnesota
36b,3.33,minnesota
37a,3.27,minnesota
37b,3.35,minnesota
38a,3.22,minnesota
38b,2.99,minnesota
39a,3.05,minnesota
39b,2.96,minnesota
40a,3.36,minnesota
40b,3.5,minnesota
41a,3.19,minnesota
41b,3.13,minnesota
42a,3.1,minnesota
42b,2.98,minnesota
43a,3.29,minnesota
43b,3.18,minnesota
44a,3.07,minnesota
44b,2.86,minnesota
45a,3.02,minnesota
45b,2.93,minnesota
46a,2.86,minnesota
46b,2.9,minnesota
47a,3.19,minnesota
47b,3.25,minnesota
48a,3.13,minnesota
48b,3.13,minnesota
49a,3.0,minnesota
49b,2.83,minnesota
50a,3.05,minnesota
50b,3.03,minnesota
51a,3.05,minnesota
51b,3.08,minnesota
52a,2.93,minnesota
52b,2.96,minnesota
53a,3.04,minnesota
53b,3.34,minnesota
54a,3.3,minnesota
54b,3.11,minnesota
55a,3.34,minnesota
55b,3.27,minnesota
56a,3.27,minnesota
56b,3.08,minnesota
57a,3.17,minnesota
57b,3.2,minnesota
58a,3.18,minnesota
58b,3.19,minnesota
59a,3.97,minnesota
59b,3.29,minnesota
60a,2.89,minnesota
60b,2.77,minnesota
61a,2.79,minnesota
61b,3.06,minnesota
62a,3.75,minnesota
62b,3.4,minnesota
63a,2.87,minnesota
63b,3.06,minnesota
64a,2.99,minnesota
64b,3.03,minnesota
65a,3.65,minnesota
65b,3.19,minnesota
66a,3.01,minnesota
66b,3.71,minnesota
67a,4.11,minnesota
67b,3.92,minnesota
1,2.77,missouri
2,3.13,missouri
3,3.34,missouri
4,3.41,missouri
5,2.83,missouri
6,3.17,missouri
7,2.95,missouri
8,2.99,missouri
9,2.97,missouri
10,3.29,missouri
11,3.24,missouri
12,3.2,missouri
13,3.18,missouri
14,3.02,missouri
15,3.01,missouri
16,3.4,missouri
17,3.26,missouri
18,3.0,missouri
19,3.71,missouri
20,3.17,missouri
21,2.96,missouri
22,3.11,missouri
23,3.69,missouri
24,2.61,missouri
25,2.78,missouri
26,3.14,missouri
27,3.08,missouri
28,3.03,missouri
29,3.1,missouri
30,3.02,missouri
31,3.08,missouri
32,3.17,missouri
33,3.12,missouri
34,3.21,missouri
35,2.92,missouri
36,3.08,missouri
37,3.08,missouri
38,3.15,missouri
39,2.99,missouri
40,2.97,missouri
41,3.28,missouri
42,2.89,missouri
43,3.05,missouri
44,3.01,missouri
45,3.01,missouri
46,2.89,missouri
47,2.97,missouri
48,3.13,missouri
49,3.1,missouri
50,2.96,missouri
51,3.23,missouri
52,3.12,missouri
53,2.99,missouri
54,2.93,missouri
55,3.02,missouri
56,2.92,missouri
57,2.97,missouri
58,3.19,missouri
59,2.97,missouri
60,3.05,missouri
61,2.88,missouri
62,2.91,missouri
63,3.27,missouri
64,3.17,missouri
65,2.84,missouri
66,3.07,missouri
67,3.17,missouri
68,3.2,missouri
69,3.27,missouri
70,2.84,missouri
71,2.75,missouri
72,3.01,missouri
73,3.07,missouri
74,3.13,missouri
75,3.04,missouri
76,3.32,missouri
77,2.89,missouri
78,3.04,missouri
79,2.93,missouri
80,2.92,missouri
81,3.21,missouri
82,2.75,missouri
83,2.89,missouri
84,2.9,missouri
85,3.07,missouri
86,3.01,missouri
87,2.87,missouri
88,2.93,missouri
89,3.01,missouri
90,3.07,missouri
91,2.95,missouri
92,2.94,missouri
93,3.1,missouri
94,2.8,missouri
95,2.95,missouri
96,2.92,missouri
97,3.03,missouri
98,3.09,missouri
99,3.05,missouri
100,3.02,missouri
101,3.07,missouri
102,3.15,missouri
103,3.12,missouri
104,3.2,missouri
105,2.98,missouri
106,2.9,missouri
107,3.12,missouri
108,3.18,missouri
109,3.1,missouri
110,3.12,missouri
111,2.95,missouri
112,3.13,missouri
113,3.07,missouri
114,2.98,missouri
115,2.92,missouri
116,2.88,missouri
117,3.01,missouri
118,3.12,missouri
119,2.97,missouri
120,2.97,missouri
121,2.91,missouri
122,3.36,missouri
123,3.15,missouri
124,2.88,missouri
125,2.95,missouri
126,2.97,missouri
127,3.05,missouri
128,3.05,missouri
129,3.07,missouri
130,2.97,missouri
131,2.9,missouri
132,2.75,missouri
133,2.72,missouri
134,2.72,missouri
135,2.74,missouri
136,2.7,missouri
137,3.0,missouri
138,2.9,missouri
139,3.13,missouri
140,3.04,missouri
141,3.28,missouri
142,2.97,missouri
143,2.95,missouri
144,2.89,missouri
145,3.12,missouri
146,3.11,missouri
147,3.0,missouri
148,2.96,missouri
149,2.88,missouri
150,2.92,missouri
151,3.09,missouri
152,3.13,missouri
153,3.14,missouri
154,3.09,missouri
155,2.84,missouri
156,2.92,missouri
157,3.09,missouri
158,2.97,missouri
159,3.04,missouri
160,3.14,missouri
161,3.01,missouri
162,3.07,missouri
163,3.19,missouri
1,2.85,montana
2,2.81,montana
3,2.9,montana
4,3.3,montana
5,2.92,montana
6,2.99,montana
7,3.27,montana
8,3.34,montana
9,3.4,montana
10,3.06,montana
11,3.09,montana
12,2.81,montana
13,2.77,montana
14,2.76,montana
15,3.8,montana
16,4.23,montana
17,2.92,montana
18,3.22,montana
19,2.97,montana
20,2.82,montana
21,2.9,montana
22,2.96,montana
23,2.84,montana
24,3.09,montana
25,2.71,montana
26,3.01,montana
27,3.08,montana
28,2.86,montana
29,2.88,montana
30,2.87,montana
31,4.26,montana
32,3.77,montana
33,2.84,montana
34,2.8,montana
35,3.23,montana
36,2.72,montana
37,2.88,montana
38,2.84,montana
39,2.91,montana
40,2.76,montana
41,3.89,montana
42,4.31,montana
43,2.95,montana
44,2.9,montana
45,3.01,montana
46,2.92,montana
47,2.94,montana
48,2.69,montana
49,2.84,montana
50,3.02,montana
51,2.84,montana
52,2.78,montana
53,3.03,montana
54,2.78,montana
55,2.82,montana
56,2.79,montana
57,3.02,montana
58,2.92,montana
59,2.62,montana
60,2.61,montana
61,2.97,montana
62,2.81,montana
63,2.84,montana
64,2.92,montana
65,2.59,montana
66,2.63,montana
67,3.26,montana
68,3.14,montana
69,2.85,montana
70,2.98,montana
71,2.86,montana
72,2.8,montana
73,2.94,montana
74,2.94,montana
75,3.07,montana
76,3.17,montana
77,2.8,montana
78,2.61,montana
79,2.96,montana
80,2.92,montana
81,3.09,montana
82,3.0,montana
83,3.2,montana
84,2.77,montana
85,2.82,montana
86,2.68,montana
87,2.98,montana
88,3.04,montana
89,2.76,montana
90,2.83,montana
91,2.92,montana
92,2.86,montana
93,3.08,montana
94,2.9,montana
95,2.88,montana
96,3.06,montana
97,3.0,montana
98,2.88,montana
99,3.24,montana
100,3.08,montana
1,3.49,nevada
2,3.17,nevada
3,3.68,nevada
4,3.17,nevada
5,3.1,nevada
6,3.89,nevada
7,3.84,nevada
8,3.27,nevada
9,3.27,nevada
10,3.52,nevada
11,3.99,nevada
12,3.4,nevada
13,3.41,nevada
14,3.84,nevada
15,3.6,nevada
16,3.15,nevada
17,3.74,nevada
18,3.55,nevada
19,3.22,nevada
20,3.32,nevada
21,3.28,nevada
22,3.19,nevada
23,2.89,nevada
24,3.0,nevada
25,2.92,nevada
26,2.82,nevada
27,3.11,nevada
28,3.98,nevada
29,3.15,nevada
30,3.11,nevada
31,3.17,nevada
32,3.02,nevada
33,3.27,nevada
34,3.24,nevada
35,3.48,nevada
36,3.07,nevada
37,3.03,nevada
38,3.08,nevada
39,2.76,nevada
40,2.87,nevada
41,3.33,nevada
42,3.34,nevada
1,3.14,new mexico
2,3.32,new mexico
3,3.17,new mexico
4,3.69,new mexico
5,4.09,new mexico
6,3.89,new mexico
7,3.64,new mexico
8,3.34,new mexico
9,3.98,new mexico
10,3.64,new mexico
11,2.9,new mexico
12,3.93,new mexico
13,3.8,new mexico
14,3.61,new mexico
15,3.17,new mexico
16,2.93,new mexico
17,3.16,new mexico
18,2.87,new mexico
19,3.1,new mexico
20,3.0,new mexico
21,3.52,new mexico
22,2.78,new mexico
23,2.99,new mexico
24,3.05,new mexico
25,2.94,new mexico
26,3.47,new mexico
27,2.87,new mexico
28,3.05,new mexico
29,3.35,new mexico
30,3.12,new mexico
31,2.96,new mexico
32,3.45,new mexico
33,3.18,new mexico
34,3.45,new mexico
35,3.21,new mexico
36,3.38,new mexico
37,3.11,new mexico
38,2.91,new mexico
39,3.13,new mexico
40,3.16,new mexico
41,3.58,new mexico
42,3.68,new mexico
43,3.16,new mexico
44,3.18,new mexico
45,3.25,new mexico
46,2.93,new mexico
47,2.83,new mexico
48,3.18,new mexico
49,3.58,new mexico
50,2.9,new mexico
51,3.16,new mexico
52,3.36,new mexico
53,3.75,new mexico
54,3.34,new mexico
55,3.07,new mexico
56,3.42,new mexico
57,3.35,new mexico
58,3.54,new mexico
59,3.0,new mexico
60,2.99,new mexico
61,3.61,new mexico
62,3.43,new mexico
63,3.61,new mexico
64,3.17,new mexico
65,4.21,new mexico
66,3.17,new mexico
67,2.97,new mexico
68,3.34,new mexico
69,3.98,new mexico
70,2.88,new mexico
1,3.16,new york
2,3.16,new york
3,3.46,new york
4,3.35,new york
5,3.59,new york
6,4.39,new york
7,3.26,new york
8,3.33,new york
9,3.32,new york
10,3.32,new york
11,3.71,new york
12,3.44,new york
13,3.42,new york
14,3.34,new york
15,3.36,new york
16,3.33,new york
17,3.38,new york
18,3.77,new york
19,3.31,new york
20,3.32,new york
21,3.36,new york
22,3.62,new york
23,3.5,new york
24,3.67,new york
25,3.42,new york
26,3.17,new york
27,3.32,new york
28,3.09,new york
29,3.68,new york
30,3.3,new york
31,3.77,new york
32,3.73,new york
33,3.83,new york
34,3.53,new york
35,3.73,new york
36,3.04,new york
37,3.1,new york
38,3.73,new york
39,3.61,new york
40,3.24,new york
41,3.21,new york
42,3.31,new york
43,3.2,new york
44,3.44,new york
45,3.31,new york
46,3.03,new york
47,3.35,new york
48,4.17,new york
49,3.51,new york
50,3.51,new york
51,3.47,new york
52,2.96,new york
53,3.25,new york
54,3.43,new york
55,3.23,new york
56,3.12,new york
57,3.07,new york
58,3.27,new york
59,3.31,new york
60,3.33,new york
61,3.38,new york
62,3.27,new york
63,3.33,new york
64,3.28,new york
65,2.93,new york
66,2.72,new york
67,2.73,new york
68,3.22,new york
69,2.88,new york
70,3.33,new york
71,3.38,new york
72,3.72,new york
73,2.64,new york
74,2.85,new york
75,2.6,new york
76,2.75,new york
77,3.5,new york
78,3.48,new york
79,3.41,new york
80,3.35,new york
81,3.19,new york
82,3.19,new york
83,3.52,new york
84,3.48,new york
85,3.42,new york
86,3.57,new york
87,3.41,new york
88,3.34,new york
89,3.31,new york
90,3.27,new york
91,3.32,new york
92,3.22,new york
93,3.21,new york
94,3.14,new york
95,3.16,new york
96,3.45,new york
97,3.82,new york
98,3.9,new york
99,3.4,new york
100,3.24,new york
101,3.07,new york
102,2.98,new york
103,2.96,new york
104,3.21,new york
105,3.15,new york
106,2.9,new york
107,2.9,new york
108,2.97,new york
109,2.9,new york
110,3.14,new york
111,3.31,new york
112,3.05,new york
113,2.83,new york
114,2.71,new york
115,2.87,new york
116,2.88,new york
117,2.93,new york
118,2.87,new york
119,3.12,new york
120,2.89,new york
121,3.02,new york
122,2.87,new york
123,2.86,new york
124,2.86,new york
125,2.73,new york
126,2.88,new york
127,2.98,new york
128,3.05,new york
129,2.99,new york
130,2.89,new york
131,2.84,new york
132,2.96,new york
133,2.9,new york
134,2.99,new york
135,2.92,new york
136,2.91,new york
137,3.22,new york
138,2.91,new york
139,2.9,new york
140,2.89,new york
141,3.09,new york
142,2.92,new york
143,2.84,new york
144,2.99,new york
145,2.87,new york
146,2.96,new york
147,2.89,new york
148,2.86,new york
149,3.01,new york
150,2.85,new york
1,2.84,north carolina
2,2.98,north carolina
3,2.93,north carolina
4,3.33,north carolina
5,3.12,north carolina
6,2.78,north carolina
7,3.09,north carolina
8,3.05,north carolina
9,2.94,north carolina
10,3.05,north carolina
11,3.06,north carolina
12,3.07,north carolina
13,2.8,north carolina
14,3.15,north carolina
15,3.1,north carolina
16,3.18,north carolina
17,2.64,north carolina
18,3.0,north carolina
19,3.0,north carolina
20,2.94,north carolina
21,3.19,north carolina
22,3.15,north carolina
23,2.93,north carolina
24,3.13,north carolina
25,2.94,north carolina
26,3.29,north carolina
27,2.88,north carolina
28,3.41,north carolina
29,3.04,north carolina
30,2.99,north carolina
31,3.05,north carolina
32,3.18,north carolina
33,3.41,north carolina
34,2.88,north carolina
35,3.16,north carolina
36,3.1,north carolina
37,3.36,north carolina
38,3.26,north carolina
39,3.32,north carolina
40,3.0,north carolina
41,3.35,north carolina
42,3.2,north carolina
43,3.06,north carolina
44,3.18,north carolina
45,3.33,north carolina
46,3.41,north carolina
47,3.45,north carolina
48,3.4,north carolina
49,2.96,north carolina
50,3.02,north carolina
51,3.36,north carolina
52,2.95,north carolina
53,3.4,north carolina
54,2.9,north carolina
55,3.11,north carolina
56,3.09,north carolina
57,3.19,north carolina
58,3.1,north carolina
59,3.09,north carolina
60,3.09,north carolina
61,3.03,north carolina
62,3.04,north carolina
63,3.03,north carolina
64,3.08,north carolina
65,2.84,north carolina
66,3.01,north carolina
67,3.17,north carolina
68,3.47,north carolina
69,3.42,north carolina
70,3.05,north carolina
71,3.22,north carolina
72,3.32,north carolina
73,3.08,north carolina
74,3.03,north carolina
75,3.12,north carolina
76,2.99,north carolina
77,3.1,north carolina
78,3.01,north carolina
79,2.87,north carolina
80,2.96,north carolina
81,2.87,north carolina
82,3.41,north carolina
83,3.34,north carolina
84,3.01,north carolina
85,2.77,north carolina
86,3.0,north carolina
87,2.95,north carolina
88,3.34,north carolina
89,2.94,north carolina
90,2.92,north carolina
91,2.85,north carolina
92,3.53,north carolina
93,2.79,north carolina
94,2.88,north carolina
95,3.04,north carolina
96,3.02,north carolina
97,2.95,north carolina
98,3.1,north carolina
99,3.61,north carolina
100,3.43,north carolina
101,3.35,north carolina
102,3.27,north carolina
103,3.14,north carolina
104,3.03,north carolina
105,3.12,north carolina
106,3.27,north carolina
107,3.29,north carolina
108,3.11,north carolina
109,3.19,north carolina
110,3.16,north carolina
111,3.3,north carolina
112,2.96,north carolina
113,2.71,north carolina
114,3.07,north carolina
115,2.95,north carolina
116,3.2,north carolina
117,2.83,north carolina
118,2.9,north carolina
119,2.87,north carolina
120,2.74,north carolina
1,3.07,ohio
2,2.94,ohio
3,3.07,ohio
4,3.03,ohio
5,2.96,ohio
6,2.91,ohio
7,2.93,ohio
8,2.94,ohio
9,3.04,ohio
10,3.03,ohio
11,3.09,ohio
12,2.91,ohio
13,2.97,ohio
14,2.98,ohio
15,2.99,ohio
16,3.01,ohio
17,3.23,ohio
18,2.83,ohio
19,3.06,ohio
20,3.28,ohio
21,3.11,ohio
22,3.25,ohio
23,3.07,ohio
24,3.07,ohio
25,3.4,ohio
26,3.17,ohio
27,3.0,ohio
28,3.04,ohio
29,3.02,ohio
30,3.07,ohio
31,2.9,ohio
32,3.1,ohio
33,3.03,ohio
34,3.05,ohio
35,2.99,ohio
36,2.91,ohio
37,3.03,ohio
38,2.92,ohio
39,2.97,ohio
40,2.96,ohio
41,2.83,ohio
42,2.97,ohio
43,2.86,ohio
44,3.02,ohio
45,3.0,ohio
46,2.92,ohio
47,3.03,ohio
48,2.85,ohio
49,2.95,ohio
50,2.94,ohio
51,3.1,ohio
52,3.23,ohio
53,3.1,ohio
54,3.04,ohio
55,3.04,ohio
56,3.07,ohio
57,3.13,ohio
58,2.86,ohio
59,2.89,ohio
60,2.99,ohio
61,2.92,ohio
62,3.11,ohio
63,2.86,ohio
64,2.98,ohio
65,3.07,ohio
66,3.0,ohio
67,3.26,ohio
68,3.14,ohio
69,3.05,ohio
70,3.09,ohio
71,3.15,ohio
72,3.09,ohio
73,2.91,ohio
74,3.02,ohio
75,3.04,ohio
76,3.1,ohio
77,3.19,ohio
78,3.01,ohio
79,2.94,ohio
80,3.11,ohio
81,2.94,ohio
82,2.83,ohio
83,2.97,ohio
84,3.04,ohio
85,2.92,ohio
86,3.07,ohio
87,2.93,ohio
88,2.87,ohio
89,2.81,ohio
90,3.04,ohio
91,3.0,ohio
92,2.98,ohio
93,3.03,ohio
94,3.03,ohio
95,2.99,ohio
96,2.94,ohio
97,3.01,ohio
98,3.25,ohio
99,2.99,ohio
3,3.24,oklahoma
4,3.41,oklahoma
11,3.16,oklahoma
23,3.31,oklahoma
24,3.28,oklahoma
26,3.19,oklahoma
28,3.1,oklahoma
29,3.21,oklahoma
30,3.23,oklahoma
34,2.82,oklahoma
43,3.74,oklahoma
45,2.91,oklahoma
46,2.95,oklahoma
55,3.07,oklahoma
56,3.09,oklahoma
57,3.21,oklahoma
62,3.27,oklahoma
